 -----Test End Time  2016/05/30 16:55:19,,,,,,,,,,
 -----Test Name  T3-2015 Blonde Monent,,,,,,,,,,
 -----Measure Parameters    PTVEC,,,,,,,,,,
 -----Test Code  T3,,,,,,,,,,
 -----Scan Type   Linear,,,,,,,,,,
 -----Periods  00_00:10:00.00,,,,,,,,,,
 -----Memory Wrap  True,,,,,,,,,,
 -----Broadcast Normal Log  False,,,,,,,,,,
 -----Broadcast Alarm Log  False,,,,,,,,,,
 -----Alarm Scan  Disabled,,,,,,,,,,
 -----Scanned Upto =  30000,,,,,,,,,,
 -----Firmware Version  2.4,,,,,,,,,,
 -----TruWare v1.78,,,,,,,,,,
 ,,,,,,,,,,
 ,,,,,,,,,,
ID,Name,Address,Time of Acquisition,Elapsed(Sec),Level(cmH2O),Temperature ('C),Battery Voltage(Volt),Supply Voltage(Volt),Conductivity(uS/cm),Scan No
0,1404704,0,'12/23/2015 08:25:00.00 AM,18275100,18.55802058,9.003,3.513,0,128.3,26757
0,1404704,0,'12/23/2015 08:40:00.00 AM,18276000,18.54325197,9.005,3.513,0,128.3,26758
0,1404704,0,'12/23/2015 08:55:00.00 AM,18276900,18.53115578,9.005,3.513,0,128.3,26759
0,1404704,0,'12/23/2015 09:10:00.00 AM,18277800,18.55035497,8.998,3.513,0,128.3,26760
0,1404704,0,'12/23/2015 09:25:00.00 AM,18278700,18.52468572,9.001,3.513,0,128.4,26761
0,1404704,0,'12/23/2015 09:40:00.00 AM,18279600,18.58643256,9.001,3.513,0,128.6,26762
0,1404704,0,'12/23/2015 09:55:00.00 AM,18280500,18.56083364,9.001,3.513,0,128.7,26763
0,1404704,0,'12/23/2015 10:10:00.00 AM,18281400,18.581791,9.006,3.513,0,128.7,26764
0,1404704,0,'12/23/2015 10:25:00.00 AM,18282300,18.58938628,9.005,3.513,0,128.7,26765
0,1404704,0,'12/23/2015 10:40:00.00 AM,18283200,18.60914809,9.01,3.513,0,128.6,26766
0,1404704,0,'12/23/2015 10:55:00.00 AM,18284100,18.58938628,9.013,3.513,0,128.7,26767
0,1404704,0,'12/23/2015 11:10:00.00 AM,18285000,18.56216985,8.999,3.514,0,128.7,26768
0,1404704,0,'12/23/2015 11:25:00.00 AM,18285900,18.54311132,9.005,3.514,0,128.9,26769
0,1404704,0,'12/23/2015 11:40:00.00 AM,18286800,18.52271657,9.016,3.513,0,128.8,26770
0,1404704,0,'12/23/2015 11:55:00.00 AM,18287700,18.52306821,9.003,3.513,0,129.1,26771
0,1404704,0,'12/23/2015 12:10:00.00 PM,18288600,18.50900287,9.005,3.513,0,129.1,26772
0,1404704,0,'12/23/2015 12:25:00.00 PM,18289500,18.50668209,9.01,3.513,0,129.1,26773
0,1404704,0,'12/23/2015 12:40:00.00 PM,18290400,18.56013038,9.008,3.513,0,129.1,26774
0,1404704,0,'12/23/2015 12:55:00.00 PM,18291300,18.59437948,9.009,3.513,0,129.1,26775
0,1404704,0,'12/23/2015 01:10:00.00 PM,18292200,18.56160724,9.018,3.513,0,129.2,26776
0,1404704,0,'12/23/2015 01:25:00.00 PM,18293100,18.5620292,9.023,3.513,0,129.2,26777
0,1404704,0,'12/23/2015 01:40:00.00 PM,18294000,18.54550242,9.023,3.513,0,129.2,26778
0,1404704,0,'12/23/2015 01:55:00.00 PM,18294900,18.53375786,9.025,3.513,0,129.2,26779
0,1404704,0,'12/23/2015 02:10:00.00 PM,18295800,18.54789353,9.023,3.513,0,129.1,26780
0,1404704,0,'12/23/2015 02:25:00.00 PM,18296700,18.5164575,9.023,3.513,0,129.1,26781
0,1404704,0,'12/23/2015 02:40:00.00 PM,18297600,18.50028236,9.021,3.514,0,129.2,26782
0,1404704,0,'12/23/2015 02:55:00.00 PM,18298500,18.50661176,9.022,3.514,0,129.5,26783
0,1404704,0,'12/23/2015 03:10:00.00 PM,18299400,18.48094251,9.026,3.513,0,129.6,26784
0,1404704,0,'12/23/2015 03:25:00.00 PM,18300300,18.4853731,9.023,3.513,0,129.8,26785
0,1404704,0,'12/23/2015 03:40:00.00 PM,18301200,18.4503504,9.026,3.513,0,129.8,26786
0,1404704,0,'12/23/2015 03:55:00.00 PM,18302100,18.46701783,9.022,3.513,0,129.8,26787
0,1404704,0,'12/23/2015 04:10:00.00 PM,18303000,18.47587899,9.021,3.514,0,129.8,26788
0,1404704,0,'12/23/2015 04:25:00.00 PM,18303900,18.47362854,9.028,3.514,0,129.8,26789
0,1404704,0,'12/23/2015 04:40:00.00 PM,18304800,18.43459722,9.03,3.513,0,129.7,26790
0,1404704,0,'12/23/2015 04:55:00.00 PM,18305700,18.47454278,9.026,3.513,0,129.7,26791
0,1404704,0,'12/23/2015 05:10:00.00 PM,18306600,18.43909813,9.032,3.514,0,129.7,26792
0,1404704,0,'12/23/2015 05:25:00.00 PM,18307500,18.43368297,9.041,3.513,0,129.8,26793
0,1404704,0,'12/23/2015 05:40:00.00 PM,18308400,18.42503279,9.034,3.513,0,129.8,26794
0,1404704,0,'12/23/2015 05:55:00.00 PM,18309300,18.41314757,9.034,3.513,0,130,26795
0,1404704,0,'12/23/2015 06:10:00.00 PM,18310200,18.37306136,9.037,3.513,0,130.2,26796
0,1404704,0,'12/23/2015 06:25:00.00 PM,18311100,18.38361036,9.032,3.513,0,130.3,26797
0,1404704,0,'12/23/2015 06:40:00.00 PM,18312000,18.36947469,9.032,3.513,0,130.3,26798
0,1404704,0,'12/23/2015 06:55:00.00 PM,18312900,18.37615573,9.033,3.513,0,130.3,26799
0,1404704,0,'12/23/2015 07:10:00.00 PM,18313800,18.35857405,9.036,3.513,0,130.2,26800
0,1404704,0,'12/23/2015 07:25:00.00 PM,18314700,18.34760309,9.04,3.513,0,130.4,26801
0,1404704,0,'12/23/2015 07:40:00.00 PM,18315600,18.38199285,9.045,3.513,0,130.6,26802
0,1404704,0,'12/23/2015 07:55:00.00 PM,18316500,18.35083812,9.031,3.513,0,130.8,26803
0,1404704,0,'12/23/2015 08:10:00.00 PM,18317400,18.37109221,9.042,3.512,0,130.9,26804
0,1404704,0,'12/23/2015 08:25:00.00 PM,18318300,18.34246924,9.027,3.513,0,130.9,26805
0,1404704,0,'12/23/2015 08:40:00.00 PM,18319200,18.33585853,9.046,3.513,0,130.9,26806
0,1404704,0,'12/23/2015 08:55:00.00 PM,18320100,18.31342431,9.045,3.513,0,131,26807
0,1404704,0,'12/23/2015 09:10:00.00 PM,18321000,18.30245335,9.055,3.513,0,131.1,26808
0,1404704,0,'12/23/2015 09:25:00.00 PM,18321900,18.2930999,9.042,3.513,0,131.3,26809
0,1404704,0,'12/23/2015 09:40:00.00 PM,18322800,18.26159354,9.049,3.513,0,131.4,26810
0,1404704,0,'12/23/2015 09:55:00.00 PM,18323700,18.27073601,9.037,3.513,0,131.6,26811
0,1404704,0,'12/23/2015 10:10:00.00 PM,18324600,18.26862621,9.045,3.513,0,131.6,26812
0,1404704,0,'12/23/2015 10:25:00.00 PM,18325500,18.34253957,9.053,3.513,0,131.5,26813
0,1404704,0,'12/23/2015 10:40:00.00 PM,18326400,18.37467887,9.058,3.513,0,131.5,26814
0,1404704,0,'12/23/2015 10:55:00.00 PM,18327300,18.32158221,9.048,3.513,0,131.6,26815
0,1404704,0,'12/23/2015 11:10:00.00 PM,18328200,18.3655364,9.057,3.514,0,131.8,26816
0,1404704,0,'12/23/2015 11:25:00.00 PM,18329100,18.40133269,9.056,3.513,0,132,26817
0,1404704,0,'12/23/2015 11:40:00.00 PM,18330000,18.40597425,9.061,3.514,0,132.2,26818
0,1404704,0,'12/23/2015 11:55:00.00 PM,18330900,18.41209267,9.055,3.513,0,132.1,26819
0,1404704,0,'12/24/2015 12:10:00.00 AM,18331800,18.37812488,9.061,3.513,0,132.1,26820
0,1404704,0,'12/24/2015 12:25:00.00 AM,18332700,18.34675917,9.062,3.513,0,132.1,26821
0,1404704,0,'12/24/2015 12:40:00.00 AM,18333600,18.37067025,9.062,3.513,0,132.2,26822
0,1404704,0,'12/24/2015 12:55:00.00 AM,18334500,18.31658902,9.07,3.513,0,132.4,26823
0,1404704,0,'12/24/2015 01:10:00.00 AM,18335400,18.30104681,9.06,3.514,0,132.5,26824
0,1404704,0,'12/24/2015 01:25:00.00 AM,18336300,18.34943158,9.06,3.514,0,132.7,26825
0,1404704,0,'12/24/2015 01:40:00.00 AM,18337200,18.33592886,9.066,3.514,0,132.7,26826
0,1404704,0,'12/24/2015 01:55:00.00 AM,18338100,18.28747376,9.058,3.514,0,132.7,26827
0,1404704,0,'12/24/2015 02:10:00.00 AM,18339000,18.40857634,9.068,3.514,0,132.6,26828
0,1404704,0,'12/24/2015 02:25:00.00 AM,18339900,18.67729466,9.07,3.514,0,132.4,26829
0,1404704,0,'12/24/2015 02:40:00.00 AM,18340800,18.85332239,9.07,3.514,0,132.4,26830
0,1404704,0,'12/24/2015 02:55:00.00 AM,18341700,19.06549804,9.068,3.514,0,132.4,26831
0,1404704,0,'12/24/2015 03:10:00.00 AM,18342600,19.31712698,9.057,3.513,0,132.5,26832
0,1404704,0,'12/24/2015 03:25:00.00 AM,18343500,19.49526451,9.07,3.514,0,132.6,26833
0,1404704,0,'12/24/2015 03:40:00.00 AM,18344400,19.69435939,9.081,3.513,0,132.4,26834
0,1404704,0,'12/24/2015 03:55:00.00 AM,18345300,20.13354964,9.069,3.514,0,132,26835
0,1404704,0,'12/24/2015 04:10:00.00 AM,18346200,20.95805987,9.072,3.513,0,131.8,26836
0,1404704,0,'12/24/2015 04:25:00.00 AM,18347100,24.56680415,9.063,3.514,0,131.9,26837
0,1404704,0,'12/24/2015 04:40:00.00 AM,18348000,26.95369235,9.066,3.513,0,132.4,26838
0,1404704,0,'12/24/2015 04:55:00.00 AM,18348900,28.01668042,9.05,3.513,0,150.1,26839
0,1404704,0,'12/24/2015 05:10:00.00 AM,18349800,28.66874958,9.048,3.513,0,161.2,26840
0,1404704,0,'12/24/2015 05:25:00.00 AM,18350700,29.23853651,9.056,3.513,0,164.7,26841
0,1404704,0,'12/24/2015 05:40:00.00 AM,18351600,29.79468005,9.051,3.513,0,176.6,26842
0,1404704,0,'12/24/2015 05:55:00.00 AM,18352500,30.22951003,9.072,3.513,0,183.9,26843
0,1404704,0,'12/24/2015 06:10:00.00 AM,18353400,30.42804231,9.094,3.513,0,185.2,26844
0,1404704,0,'12/24/2015 06:25:00.00 AM,18354300,30.41257043,9.109,3.513,0,184.6,26845
0,1404704,0,'12/24/2015 06:40:00.00 AM,18355200,30.39569203,9.12,3.514,0,183.6,26846
0,1404704,0,'12/24/2015 06:55:00.00 AM,18356100,30.23133853,9.14,3.514,0,182.8,26847
0,1404704,0,'12/24/2015 07:10:00.00 AM,18357000,30.13203723,9.15,3.514,0,181.7,26848
0,1404704,0,'12/24/2015 07:25:00.00 AM,18357900,29.98610933,9.171,3.514,0,180,26849
0,1404704,0,'12/24/2015 07:40:00.00 AM,18358800,29.80944866,9.177,3.514,0,177.9,26850
0,1404704,0,'12/24/2015 07:55:00.00 AM,18359700,29.80037651,9.186,3.514,0,175.4,26851
0,1404704,0,'12/24/2015 08:10:00.00 AM,18360600,29.69896541,9.183,3.514,0,172.5,26852
0,1404704,0,'12/24/2015 08:25:00.00 AM,18361500,29.49994085,9.19,3.514,0,169.8,26853
0,1404704,0,'12/24/2015 08:40:00.00 AM,18362400,29.35373164,9.199,3.514,0,167.6,26854
0,1404704,0,'12/24/2015 08:55:00.00 AM,18363300,29.18684638,9.204,3.514,0,165.8,26855
0,1404704,0,'12/24/2015 09:10:00.00 AM,18364200,29.12749065,9.195,3.514,0,164.4,26856
0,1404704,0,'12/24/2015 09:25:00.00 AM,18365100,29.0075133,9.198,3.514,0,162.9,26857
0,1404704,0,'12/24/2015 09:40:00.00 AM,18366000,28.8668599,9.188,3.514,0,161.7,26858
0,1404704,0,'12/24/2015 09:55:00.00 AM,18366900,28.75539208,9.191,3.514,0,160.6,26859
0,1404704,0,'12/24/2015 10:10:00.00 AM,18367800,28.57837977,9.192,3.514,0,159.5,26860
0,1404704,0,'12/24/2015 10:25:00.00 AM,18368700,28.5610794,9.194,3.514,0,158.4,26861
0,1404704,0,'12/24/2015 10:40:00.00 AM,18369600,28.51466378,9.191,3.514,0,157.4,26862
0,1404704,0,'12/24/2015 10:55:00.00 AM,18370500,28.49806668,9.176,3.514,0,156.4,26863
0,1404704,0,'12/24/2015 11:10:00.00 AM,18371400,28.47746096,9.179,3.514,0,155.4,26864
0,1404704,0,'12/24/2015 11:25:00.00 AM,18372300,28.45481576,9.181,3.514,0,154.5,26865
0,1404704,0,'12/24/2015 11:40:00.00 AM,18373200,28.35727263,9.171,3.514,0,153.6,26866
0,1404704,0,'12/24/2015 11:55:00.00 AM,18374100,28.37710476,9.182,3.514,0,152.8,26867
0,1404704,0,'12/24/2015 12:10:00.00 PM,18375000,28.25389238,9.178,3.514,0,152,26868
0,1404704,0,'12/24/2015 12:25:00.00 PM,18375900,28.18419862,9.162,3.514,0,151.3,26869
0,1404704,0,'12/24/2015 12:40:00.00 PM,18376800,28.19685742,9.16,3.514,0,150.4,26870
0,1404704,0,'12/24/2015 12:55:00.00 PM,18377700,28.11316865,9.174,3.514,0,149.8,26871
0,1404704,0,'12/24/2015 01:10:00.00 PM,18378600,28.06443225,9.161,3.514,0,149.1,26872
0,1404704,0,'12/24/2015 01:25:00.00 PM,18379500,28.11752891,9.169,3.514,0,148.5,26873
0,1404704,0,'12/24/2015 01:40:00.00 PM,18380400,28.02722942,9.151,3.514,0,148,26874
0,1404704,0,'12/24/2015 01:55:00.00 PM,18381300,27.95598848,9.159,3.514,0,147.5,26875
0,1404704,0,'12/24/2015 02:10:00.00 PM,18382200,27.89972712,9.157,3.514,0,147.1,26876
0,1404704,0,'12/24/2015 02:25:00.00 PM,18383100,27.86364952,9.155,3.514,0,146.6,26877
0,1404704,0,'12/24/2015 02:40:00.00 PM,18384000,27.82700931,9.157,3.514,0,146,26878
0,1404704,0,'12/24/2015 02:55:00.00 PM,18384900,27.80893535,9.159,3.514,0,145.4,26879
0,1404704,0,'12/24/2015 03:10:00.00 PM,18385800,27.79930059,9.15,3.514,0,145,26880
0,1404704,0,'12/24/2015 03:25:00.00 PM,18386700,27.76484051,9.151,3.514,0,144.6,26881
0,1404704,0,'12/24/2015 03:40:00.00 PM,18387600,27.70316399,9.15,3.514,0,143.9,26882
0,1404704,0,'12/24/2015 03:55:00.00 PM,18388500,27.72630148,9.16,3.514,0,143.6,26883
0,1404704,0,'12/24/2015 04:10:00.00 PM,18389400,27.58346795,9.158,3.514,0,143.2,26884
0,1404704,0,'12/24/2015 04:25:00.00 PM,18390300,27.65414628,9.148,3.514,0,142.6,26885
0,1404704,0,'12/24/2015 04:40:00.00 PM,18391200,27.61701378,9.146,3.514,0,142.2,26886
0,1404704,0,'12/24/2015 04:55:00.00 PM,18392100,27.56229961,9.147,3.514,0,141.8,26887
0,1404704,0,'12/24/2015 05:10:00.00 PM,18393000,27.55765805,9.15,3.514,0,141.3,26888
0,1404704,0,'12/24/2015 05:25:00.00 PM,18393900,27.55153963,9.152,3.514,0,140.8,26889
0,1404704,0,'12/24/2015 05:40:00.00 PM,18394800,27.49893525,9.143,3.514,0,140.4,26890
0,1404704,0,'12/24/2015 05:55:00.00 PM,18395700,27.44035311,9.148,3.514,0,139.9,26891
0,1404704,0,'12/24/2015 06:10:00.00 PM,18396600,27.48789396,9.148,3.514,0,139.6,26892
0,1404704,0,'12/24/2015 06:25:00.00 PM,18397500,27.44970656,9.155,3.514,0,139.2,26893
0,1404704,0,'12/24/2015 06:40:00.00 PM,18398400,27.33134673,9.156,3.514,0,138.9,26894
0,1404704,0,'12/24/2015 06:55:00.00 PM,18399300,27.25757402,9.144,3.514,0,138.5,26895
0,1404704,0,'12/24/2015 07:10:00.00 PM,18400200,27.35504683,9.138,3.514,0,138.2,26896
0,1404704,0,'12/24/2015 07:25:00.00 PM,18401100,27.31580453,9.152,3.514,0,137.9,26897
0,1404704,0,'12/24/2015 07:40:00.00 PM,18402000,27.28767385,9.143,3.514,0,137.6,26898
0,1404704,0,'12/24/2015 07:55:00.00 PM,18402900,27.20792337,9.146,3.514,0,137.4,26899
0,1404704,0,'12/24/2015 08:10:00.00 PM,18403800,27.13492425,9.151,3.514,0,137.1,26900
0,1404704,0,'12/24/2015 08:25:00.00 PM,18404700,27.13865157,9.146,3.514,0,136.9,26901
0,1404704,0,'12/24/2015 08:40:00.00 PM,18405600,27.08836798,9.147,3.514,0,136.5,26902
0,1404704,0,'12/24/2015 08:55:00.00 PM,18406500,27.17311165,9.138,3.514,0,136.3,26903
0,1404704,0,'12/24/2015 09:10:00.00 PM,18407400,27.09729947,9.136,3.514,0,136.1,26904
0,1404704,0,'12/24/2015 09:25:00.00 PM,18408300,27.06368331,9.143,3.514,0,135.9,26905
0,1404704,0,'12/24/2015 09:40:00.00 PM,18409200,26.99919372,9.133,3.514,0,135.6,26906
0,1404704,0,'12/24/2015 09:55:00.00 PM,18410100,27.02317513,9.137,3.514,0,135.4,26907
0,1404704,0,'12/24/2015 10:10:00.00 PM,18411000,27.0270431,9.149,3.514,0,135.2,26908
0,1404704,0,'12/24/2015 10:25:00.00 PM,18411900,26.97851767,9.147,3.514,0,135,26909
0,1404704,0,'12/24/2015 10:40:00.00 PM,18412800,26.95094961,9.139,3.514,0,134.9,26910
0,1404704,0,'12/24/2015 10:55:00.00 PM,18413700,27.0312627,9.14,3.514,0,134.7,26911
0,1404704,0,'12/24/2015 11:10:00.00 PM,18414600,26.93027356,9.151,3.514,0,134.5,26912
0,1404704,0,'12/24/2015 11:25:00.00 PM,18415500,26.83955211,9.135,3.514,0,134.4,26913
0,1404704,0,'12/24/2015 11:40:00.00 PM,18416400,26.91283254,9.143,3.514,0,134.2,26914
0,1404704,0,'12/24/2015 11:55:00.00 PM,18417300,26.98625361,9.14,3.514,0,134.1,26915
0,1404704,0,'12/25/2015 12:10:00.00 AM,18418200,26.89018734,9.151,3.514,0,133.9,26916
0,1404704,0,'12/25/2015 12:25:00.00 AM,18419100,26.86965194,9.142,3.514,0,133.8,26917
0,1404704,0,'12/25/2015 12:40:00.00 AM,18420000,26.83730166,9.147,3.514,0,133.5,26918
0,1404704,0,'12/25/2015 12:55:00.00 AM,18420900,26.87527808,9.147,3.514,0,133.5,26919
0,1404704,0,'12/25/2015 01:10:00.00 AM,18421800,26.89117191,9.145,3.514,0,133.3,26920
0,1404704,0,'12/25/2015 01:25:00.00 AM,18422700,26.78997179,9.14,3.514,0,133.2,26921
0,1404704,0,'12/25/2015 01:40:00.00 AM,18423600,26.76620137,9.149,3.514,0,133,26922
0,1404704,0,'12/25/2015 01:55:00.00 AM,18424500,26.83758297,9.147,3.514,0,132.8,26923
0,1404704,0,'12/25/2015 02:10:00.00 AM,18425400,26.83216781,9.153,3.514,0,132.7,26924
0,1404704,0,'12/25/2015 02:25:00.00 AM,18426300,26.80649857,9.145,3.514,0,132.7,26925
0,1404704,0,'12/25/2015 02:40:00.00 AM,18427200,26.67182294,9.142,3.514,0,132.7,26926
0,1404704,0,'12/25/2015 02:55:00.00 AM,18428100,26.72273947,9.154,3.514,0,132.5,26927
0,1404704,0,'12/25/2015 03:10:00.00 AM,18429000,26.72815462,9.154,3.514,0,132.4,26928
0,1404704,0,'12/25/2015 03:25:00.00 AM,18429900,26.74348584,9.152,3.514,0,132.4,26929
0,1404704,0,'12/25/2015 03:40:00.00 AM,18430800,26.65656204,9.146,3.514,0,132.3,26930
0,1404704,0,'12/25/2015 03:55:00.00 AM,18431700,26.72428665,9.153,3.514,0,132.2,26931
0,1404704,0,'12/25/2015 04:10:00.00 AM,18432600,26.72548221,9.149,3.514,0,132.1,26932
0,1404704,0,'12/25/2015 04:25:00.00 AM,18433500,26.70733792,9.148,3.514,0,132.1,26933
0,1404704,0,'12/25/2015 04:40:00.00 AM,18434400,26.75614465,9.147,3.514,0,131.9,26934
0,1404704,0,'12/25/2015 04:55:00.00 AM,18435300,26.6806841,9.149,3.514,0,131.8,26935
0,1404704,0,'12/25/2015 05:10:00.00 AM,18436200,26.62336784,9.143,3.514,0,131.7,26936
0,1404704,0,'12/25/2015 05:25:00.00 AM,18437100,26.69777349,9.156,3.514,0,131.6,26937
0,1404704,0,'12/25/2015 05:40:00.00 AM,18438000,26.6269545,9.143,3.513,0,131.4,26938
0,1404704,0,'12/25/2015 05:55:00.00 AM,18438900,26.67991051,9.152,3.514,0,131.3,26939
0,1404704,0,'12/25/2015 06:10:00.00 AM,18439800,26.70916641,9.144,3.514,0,131.2,26940
0,1404704,0,'12/25/2015 06:25:00.00 AM,18440700,26.65902348,9.147,3.514,0,131.1,26941
0,1404704,0,'12/25/2015 06:40:00.00 AM,18441600,26.62913463,9.146,3.514,0,131,26942
0,1404704,0,'12/25/2015 06:55:00.00 AM,18442500,26.62266457,9.145,3.514,0,131,26943
0,1404704,0,'12/25/2015 07:10:00.00 AM,18443400,26.607474,9.15,3.514,0,130.9,26944
0,1404704,0,'12/25/2015 07:25:00.00 AM,18444300,26.6011446,9.15,3.514,0,130.8,26945
0,1404704,0,'12/25/2015 07:40:00.00 AM,18445200,26.57913234,9.144,3.514,0,130.7,26946
0,1404704,0,'12/25/2015 07:55:00.00 AM,18446100,26.56155067,9.151,3.514,0,130.6,26947
0,1404704,0,'12/25/2015 08:10:00.00 AM,18447000,26.55733107,9.155,3.514,0,130.5,26948
0,1404704,0,'12/25/2015 08:25:00.00 AM,18447900,26.59038462,9.147,3.514,0,130.4,26949
0,1404704,0,'12/25/2015 08:40:00.00 AM,18448800,26.49256018,9.149,3.514,0,130.2,26950
0,1404704,0,'12/25/2015 08:55:00.00 AM,18449700,26.59411193,9.151,3.514,0,130.1,26951
0,1404704,0,'12/25/2015 09:10:00.00 AM,18450600,26.47884647,9.155,3.514,0,130,26952
0,1404704,0,'12/25/2015 09:25:00.00 AM,18451500,26.55493996,9.156,3.514,0,129.9,26953
0,1404704,0,'12/25/2015 09:40:00.00 AM,18452400,26.61232655,9.15,3.514,0,129.8,26954
0,1404704,0,'12/25/2015 09:55:00.00 AM,18453300,26.49593586,9.157,3.514,0,129.7,26955
0,1404704,0,'12/25/2015 10:10:00.00 AM,18454200,26.51056381,9.156,3.514,0,129.5,26956
0,1404704,0,'12/25/2015 10:25:00.00 AM,18455100,26.45599029,9.152,3.514,0,129.3,26957
0,1404704,0,'12/25/2015 10:40:00.00 AM,18456000,26.45324755,9.159,3.514,0,129.2,26958
0,1404704,0,'12/25/2015 10:55:00.00 AM,18456900,26.4976237,9.158,3.514,0,129.2,26959
0,1404704,0,'12/25/2015 11:10:00.00 AM,18457800,26.42244446,9.161,3.514,0,129,26960
0,1404704,0,'12/25/2015 11:25:00.00 AM,18458700,26.52519177,9.157,3.514,0,128.9,26961
0,1404704,0,'12/25/2015 11:40:00.00 AM,18459600,26.55430702,9.169,3.514,0,128.8,26962
0,1404704,0,'12/25/2015 11:55:00.00 AM,18460500,26.44839501,9.158,3.514,0,128.6,26963
0,1404704,0,'12/25/2015 12:10:00.00 PM,18461400,26.53848351,9.164,3.514,0,128.5,26964
0,1404704,0,'12/25/2015 12:25:00.00 PM,18462300,26.56218361,9.151,3.514,0,128.4,26965
0,1404704,0,'12/25/2015 12:40:00.00 PM,18463200,26.70536877,9.166,3.514,0,128.1,26966
0,1404704,0,'12/25/2015 12:55:00.00 PM,18464100,26.80045047,9.168,3.514,0,128,26967
0,1404704,0,'12/25/2015 01:10:00.00 PM,18465000,26.971485,9.171,3.514,0,127.9,26968
0,1404704,0,'12/25/2015 01:25:00.00 PM,18465900,27.35877414,9.171,3.514,0,127.8,26969
0,1404704,0,'12/25/2015 01:40:00.00 PM,18466800,28.69561438,9.175,3.514,0,127.8,26970
0,1404704,0,'12/25/2015 01:55:00.00 PM,18467700,34.09100848,9.158,3.514,0,133.8,26971
0,1404704,0,'12/25/2015 02:10:00.00 PM,18468600,37.31886336,9.14,3.514,0,147.8,26972
0,1404704,0,'12/25/2015 02:25:00.00 PM,18469500,38.80711698,9.136,3.514,0,161.7,26973
0,1404704,0,'12/25/2015 02:40:00.00 PM,18470400,39.35995517,9.169,3.514,0,170.7,26974
0,1404704,0,'12/25/2015 02:55:00.00 PM,18471300,39.61573338,9.239,3.514,0,168,26975
0,1404704,0,'12/25/2015 03:10:00.00 PM,18472200,39.98909783,9.275,3.514,0,168.1,26976
0,1404704,0,'12/25/2015 03:25:00.00 PM,18473100,39.90168174,9.294,3.514,0,166.6,26977
0,1404704,0,'12/25/2015 03:40:00.00 PM,18474000,40.60199502,9.305,3.514,0,165.4,26978
0,1404704,0,'12/25/2015 03:55:00.00 PM,18474900,40.97732862,9.314,3.514,0,163.5,26979
0,1404704,0,'12/25/2015 04:10:00.00 PM,18475800,41.40843129,9.322,3.514,0,161.8,26980
0,1404704,0,'12/25/2015 04:25:00.00 PM,18476700,41.57285511,9.331,3.514,0,160.2,26981
0,1404704,0,'12/25/2015 04:40:00.00 PM,18477600,41.11277784,9.34,3.514,0,158.2,26982
0,1404704,0,'12/25/2015 04:55:00.00 PM,18478500,41.39422529,9.35,3.515,0,156.3,26983
0,1404704,0,'12/25/2015 05:10:00.00 PM,18479400,41.46638049,9.347,3.515,0,154.2,26984
0,1404704,0,'12/25/2015 05:25:00.00 PM,18480300,41.08113082,9.353,3.515,0,152.2,26985
0,1404704,0,'12/25/2015 05:40:00.00 PM,18481200,40.91607406,9.341,3.515,0,150.3,26986
0,1404704,0,'12/25/2015 05:55:00.00 PM,18482100,40.84870108,9.338,3.515,0,148.6,26987
0,1404704,0,'12/25/2015 06:10:00.00 PM,18483000,40.70305449,9.338,3.515,0,146.7,26988
0,1404704,0,'12/25/2015 06:25:00.00 PM,18483900,40.21801124,9.327,3.515,0,144.9,26989
0,1404704,0,'12/25/2015 06:40:00.00 PM,18484800,39.7688346,9.316,3.514,0,143.4,26990
0,1404704,0,'12/25/2015 06:55:00.00 PM,18485700,40.04564049,9.304,3.514,0,141.8,26991
0,1404704,0,'12/25/2015 07:10:00.00 PM,18486600,39.74675202,9.302,3.514,0,140,26992
0,1404704,0,'12/25/2015 07:25:00.00 PM,18487500,39.40369838,9.283,3.514,0,138.2,26993
0,1404704,0,'12/25/2015 07:40:00.00 PM,18488400,39.26853046,9.291,3.514,0,136.6,26994
0,1404704,0,'12/25/2015 07:55:00.00 PM,18489300,38.81836925,9.284,3.514,0,135.2,26995
0,1404704,0,'12/25/2015 08:10:00.00 PM,18490200,38.82118232,9.271,3.514,0,133.9,26996
0,1404704,0,'12/25/2015 08:25:00.00 PM,18491100,39.00895461,9.271,3.514,0,132.9,26997
0,1404704,0,'12/25/2015 08:40:00.00 PM,18492000,38.41856196,9.277,3.514,0,132,26998
0,1404704,0,'12/25/2015 08:55:00.00 PM,18492900,38.23311046,9.264,3.514,0,131,26999
0,1404704,0,'12/25/2015 09:10:00.00 PM,18493800,38.12572158,9.264,3.514,0,130.3,27000
0,1404704,0,'12/25/2015 09:25:00.00 PM,18494700,37.97170611,9.263,3.514,0,129.5,27001
0,1404704,0,'12/25/2015 09:40:00.00 PM,18495600,37.77486168,9.255,3.514,0,129,27002
0,1404704,0,'12/25/2015 09:55:00.00 PM,18496500,37.51085525,9.267,3.514,0,128.5,27003
0,1404704,0,'12/25/2015 10:10:00.00 PM,18497400,37.63202815,9.258,3.514,0,128,27004
0,1404704,0,'12/25/2015 10:25:00.00 PM,18498300,37.57253176,9.265,3.514,0,127.5,27005
0,1404704,0,'12/25/2015 10:40:00.00 PM,18499200,37.28595046,9.263,3.514,0,127,27006
0,1404704,0,'12/25/2015 10:55:00.00 PM,18500100,37.17715505,9.266,3.514,0,126.5,27007
