 -----Test End Time  2016/05/30 16:55:19,,,,,,,,,,
 -----Test Name  T3-2015 Blonde Monent,,,,,,,,,,
 -----Measure Parameters    PTVEC,,,,,,,,,,
 -----Test Code  T3,,,,,,,,,,
 -----Scan Type   Linear,,,,,,,,,,
 -----Periods  00_00:10:00.00,,,,,,,,,,
 -----Memory Wrap  True,,,,,,,,,,
 -----Broadcast Normal Log  False,,,,,,,,,,
 -----Broadcast Alarm Log  False,,,,,,,,,,
 -----Alarm Scan  Disabled,,,,,,,,,,
 -----Scanned Upto =  30000,,,,,,,,,,
 -----Firmware Version  2.4,,,,,,,,,,
 -----TruWare v1.78,,,,,,,,,,
 ,,,,,,,,,,
 ,,,,,,,,,,
ID,Name,Address,Time of Acquisition,Elapsed(Sec),Level(cmH2O),Temperature ('C),Battery Voltage(Volt),Supply Voltage(Volt),Conductivity(uS/cm),Scan No
0,1404704,0,'01/01/2016 04:40:00.00 AM,19039200,23.58244133,9.474,3.516,0,114.7,27606
0,1404704,0,'01/01/2016 04:55:00.00 AM,19040100,23.53567408,9.481,3.516,0,114.7,27607
0,1404704,0,'01/01/2016 05:10:00.00 AM,19041000,23.51963959,9.466,3.516,0,114.7,27608
0,1404704,0,'01/01/2016 05:25:00.00 AM,19041900,23.57674487,9.472,3.516,0,114.6,27609
0,1404704,0,'01/01/2016 05:40:00.00 AM,19042800,23.48651571,9.469,3.515,0,114.8,27610
0,1404704,0,'01/01/2016 05:55:00.00 AM,19043700,23.4972757,9.475,3.516,0,114.9,27611
0,1404704,0,'01/01/2016 06:10:00.00 AM,19044600,23.46140908,9.471,3.515,0,114.9,27612
0,1404704,0,'01/01/2016 06:25:00.00 AM,19045500,23.39867766,9.47,3.515,0,115,27613
0,1404704,0,'01/01/2016 06:40:00.00 AM,19046400,23.36238909,9.466,3.516,0,115,27614
0,1404704,0,'01/01/2016 06:55:00.00 AM,19047300,23.32286548,9.457,3.515,0,115.2,27615
0,1404704,0,'01/01/2016 07:10:00.00 AM,19048200,23.30254106,9.455,3.515,0,115.2,27616
0,1404704,0,'01/01/2016 07:25:00.00 AM,19049100,23.27841901,9.46,3.516,0,115.2,27617
0,1404704,0,'01/01/2016 07:40:00.00 AM,19050000,23.26597118,9.459,3.515,0,115.2,27618
0,1404704,0,'01/01/2016 07:55:00.00 AM,19050900,23.22032915,9.454,3.515,0,115.3,27619
0,1404704,0,'01/01/2016 08:10:00.00 AM,19051800,23.22201699,9.442,3.515,0,115.4,27620
0,1404704,0,'01/01/2016 08:25:00.00 AM,19052700,23.10014082,9.455,3.515,0,115.4,27621
0,1404704,0,'01/01/2016 08:40:00.00 AM,19053600,23.10970525,9.443,3.515,0,115.5,27622
0,1404704,0,'01/01/2016 08:55:00.00 AM,19054500,23.06096885,9.44,3.515,0,115.5,27623
0,1404704,0,'01/01/2016 09:10:00.00 AM,19055400,23.04816939,9.448,3.515,0,115.4,27624
0,1404704,0,'01/01/2016 09:25:00.00 AM,19056300,23.0816449,9.445,3.515,0,115.5,27625
0,1404704,0,'01/01/2016 09:40:00.00 AM,19057200,22.97446701,9.444,3.515,0,115.5,27626
0,1404704,0,'01/01/2016 09:55:00.00 AM,19058100,22.96026102,9.431,3.515,0,115.5,27627
0,1404704,0,'01/01/2016 10:10:00.00 AM,19059000,22.92038578,9.43,3.515,0,115.6,27628
0,1404704,0,'01/01/2016 10:25:00.00 AM,19059900,22.9586435,9.428,3.515,0,115.6,27629
0,1404704,0,'01/01/2016 10:40:00.00 AM,19060800,22.86271788,9.426,3.515,0,115.6,27630
0,1404704,0,'01/01/2016 10:55:00.00 AM,19061700,22.88550373,9.423,3.515,0,115.6,27631
0,1404704,0,'01/01/2016 11:10:00.00 AM,19062600,22.83824419,9.42,3.515,0,115.7,27632
0,1404704,0,'01/01/2016 11:25:00.00 AM,19063500,22.81686487,9.416,3.515,0,115.7,27633
0,1404704,0,'01/01/2016 11:40:00.00 AM,19064400,22.81559899,9.414,3.515,0,115.8,27634
0,1404704,0,'01/01/2016 11:55:00.00 AM,19065300,22.74140433,9.413,3.515,0,115.8,27635
0,1404704,0,'01/01/2016 12:10:00.00 PM,19066200,22.67234351,9.416,3.515,0,115.9,27636
0,1404704,0,'01/01/2016 12:25:00.00 PM,19067100,22.69611393,9.413,3.515,0,115.9,27637
0,1404704,0,'01/01/2016 12:40:00.00 PM,19068000,22.65764523,9.404,3.515,0,115.7,27638
0,1404704,0,'01/01/2016 12:55:00.00 PM,19068900,22.66165385,9.41,3.515,0,115.9,27639
0,1404704,0,'01/01/2016 01:10:00.00 PM,19069800,22.64899504,9.404,3.515,0,115.9,27640
0,1404704,0,'01/01/2016 01:25:00.00 PM,19070700,22.65497281,9.402,3.515,0,115.9,27641
0,1404704,0,'01/01/2016 01:40:00.00 PM,19071600,22.63429676,9.395,3.515,0,115.8,27642
0,1404704,0,'01/01/2016 01:55:00.00 PM,19072500,22.59843014,9.398,3.515,0,115.9,27643
0,1404704,0,'01/01/2016 02:10:00.00 PM,19073400,22.57198731,9.409,3.515,0,115.9,27644
0,1404704,0,'01/01/2016 02:25:00.00 PM,19074300,22.51628856,9.405,3.515,0,116,27645
0,1404704,0,'01/01/2016 02:40:00.00 PM,19075200,22.48963474,9.392,3.515,0,116.1,27646
0,1404704,0,'01/01/2016 02:55:00.00 PM,19076100,22.50025407,9.393,3.515,0,116,27647
0,1404704,0,'01/01/2016 03:10:00.00 PM,19077000,22.4724047,9.392,3.515,0,116,27648
0,1404704,0,'01/01/2016 03:25:00.00 PM,19077900,22.45869099,9.383,3.515,0,116.1,27649
0,1404704,0,'01/01/2016 03:40:00.00 PM,19078800,22.50039472,9.391,3.515,0,116.2,27650
0,1404704,0,'01/01/2016 03:55:00.00 PM,19079700,22.44209389,9.382,3.515,0,116.2,27651
0,1404704,0,'01/01/2016 04:10:00.00 PM,19080600,22.40327355,9.382,3.515,0,116.3,27652
0,1404704,0,'01/01/2016 04:25:00.00 PM,19081500,22.4105172,9.389,3.515,0,116.3,27653
0,1404704,0,'01/01/2016 04:40:00.00 PM,19082400,22.37282209,9.379,3.515,0,116.3,27654
0,1404704,0,'01/01/2016 04:55:00.00 PM,19083300,22.35517009,9.388,3.516,0,116.3,27655
0,1404704,0,'01/01/2016 05:10:00.00 PM,19084200,22.32127262,9.384,3.515,0,116.4,27656
0,1404704,0,'01/01/2016 05:25:00.00 PM,19085100,22.30263604,9.379,3.515,0,116.3,27657
0,1404704,0,'01/01/2016 05:40:00.00 PM,19086000,22.29342325,9.379,3.515,0,116.5,27658
0,1404704,0,'01/01/2016 05:55:00.00 PM,19086900,22.28428078,9.374,3.515,0,116.5,27659
0,1404704,0,'01/01/2016 06:10:00.00 PM,19087800,22.27717778,9.377,3.515,0,116.5,27660
0,1404704,0,'01/01/2016 06:25:00.00 PM,19088700,22.18870679,9.368,3.514,0,116.5,27661
0,1404704,0,'01/01/2016 06:40:00.00 PM,19089600,22.18230706,9.371,3.515,0,116.4,27662
0,1404704,0,'01/01/2016 06:55:00.00 PM,19090500,22.18427621,9.37,3.515,0,116.7,27663
0,1404704,0,'01/01/2016 07:10:00.00 PM,19091400,22.12569407,9.371,3.515,0,116.7,27664
0,1404704,0,'01/01/2016 07:25:00.00 PM,19092300,22.12210741,9.372,3.515,0,116.8,27665
0,1404704,0,'01/01/2016 07:40:00.00 PM,19093200,22.11802846,9.372,3.515,0,116.7,27666
0,1404704,0,'01/01/2016 07:55:00.00 PM,19094100,22.07829387,9.37,3.515,0,116.7,27667
0,1404704,0,'01/01/2016 08:10:00.00 PM,19095000,22.0786455,9.365,3.515,0,116.9,27668
0,1404704,0,'01/01/2016 08:25:00.00 PM,19095900,22.02660375,9.358,3.515,0,116.9,27669
0,1404704,0,'01/01/2016 08:40:00.00 PM,19096800,22.00824848,9.355,3.515,0,116.9,27670
0,1404704,0,'01/01/2016 08:55:00.00 PM,19097700,22.01570311,9.357,3.515,0,116.9,27671
0,1404704,0,'01/01/2016 09:10:00.00 PM,19098600,21.97786734,9.357,3.515,0,116.9,27672
0,1404704,0,'01/01/2016 09:25:00.00 PM,19099500,21.9192852,9.353,3.515,0,117,27673
0,1404704,0,'01/01/2016 09:40:00.00 PM,19100400,21.89431922,9.353,3.515,0,117.1,27674
0,1404704,0,'01/01/2016 09:55:00.00 PM,19101300,21.87828474,9.358,3.515,0,117.1,27675
0,1404704,0,'01/01/2016 10:10:00.00 PM,19102200,21.89804654,9.354,3.515,0,117.1,27676
0,1404704,0,'01/01/2016 10:25:00.00 PM,19103100,21.85156059,9.355,3.515,0,117.1,27677
0,1404704,0,'01/01/2016 10:40:00.00 PM,19104000,21.82307828,9.351,3.515,0,117.1,27678
0,1404704,0,'01/01/2016 10:55:00.00 PM,19104900,21.7680828,9.346,3.515,0,117.1,27679
0,1404704,0,'01/01/2016 11:10:00.00 PM,19105800,21.80486366,9.345,3.515,0,117.2,27680
0,1404704,0,'01/01/2016 11:25:00.00 PM,19106700,21.75450974,9.34,3.515,0,117.2,27681
0,1404704,0,'01/01/2016 11:40:00.00 PM,19107600,21.71829149,9.354,3.515,0,117.3,27682
0,1404704,0,'01/01/2016 11:55:00.00 PM,19108500,21.71217307,9.345,3.515,0,117.3,27683
0,1404704,0,'01/02/2016 12:10:00.00 AM,19109400,21.71259503,9.345,3.515,0,117.3,27684
0,1404704,0,'01/02/2016 12:25:00.00 AM,19110300,21.66442124,9.339,3.515,0,117.3,27685
0,1404704,0,'01/02/2016 12:40:00.00 AM,19111200,21.66055327,9.339,3.515,0,117.4,27686
0,1404704,0,'01/02/2016 12:55:00.00 AM,19112100,21.6203264,9.33,3.515,0,117.4,27687
0,1404704,0,'01/02/2016 01:10:00.00 AM,19113000,21.64318258,9.335,3.515,0,117.4,27688
0,1404704,0,'01/02/2016 01:25:00.00 AM,19113900,21.59296931,9.327,3.515,0,117.4,27689
0,1404704,0,'01/02/2016 01:40:00.00 AM,19114800,21.60682367,9.331,3.515,0,117.4,27690
0,1404704,0,'01/02/2016 01:55:00.00 AM,19115700,21.56272883,9.33,3.515,0,117.5,27691
0,1404704,0,'01/02/2016 02:10:00.00 AM,19116600,21.54838219,9.32,3.515,0,117.5,27692
0,1404704,0,'01/02/2016 02:25:00.00 AM,19117500,21.53269933,9.317,3.515,0,117.6,27693
0,1404704,0,'01/02/2016 02:40:00.00 AM,19118400,21.54057592,9.32,3.515,0,117.6,27694
0,1404704,0,'01/02/2016 02:55:00.00 AM,19119300,21.49978644,9.311,3.515,0,117.6,27695
0,1404704,0,'01/02/2016 03:10:00.00 AM,19120200,21.47200739,9.32,3.515,0,117.5,27696
0,1404704,0,'01/02/2016 03:25:00.00 AM,19121100,21.45927826,9.311,3.515,0,117.7,27697
0,1404704,0,'01/02/2016 03:40:00.00 AM,19122000,21.47896973,9.304,3.515,0,117.7,27698
0,1404704,0,'01/02/2016 03:55:00.00 AM,19122900,21.41687126,9.308,3.515,0,117.7,27699
0,1404704,0,'01/02/2016 04:10:00.00 AM,19123800,21.39267887,9.304,3.515,0,117.7,27700
0,1404704,0,'01/02/2016 04:25:00.00 AM,19124700,21.39281953,9.302,3.515,0,117.7,27701
0,1404704,0,'01/02/2016 04:40:00.00 AM,19125600,21.34457541,9.31,3.515,0,117.7,27702
0,1404704,0,'01/02/2016 04:55:00.00 AM,19126500,21.42425556,9.296,3.515,0,117.5,27703
0,1404704,0,'01/02/2016 05:10:00.00 AM,19127400,21.34049646,9.303,3.515,0,117.6,27704
0,1404704,0,'01/02/2016 05:25:00.00 AM,19128300,21.36075055,9.293,3.515,0,117.7,27705
0,1404704,0,'01/02/2016 05:40:00.00 AM,19129200,21.36623603,9.292,3.515,0,117.7,27706
0,1404704,0,'01/02/2016 05:55:00.00 AM,19130100,21.39070973,9.288,3.515,0,117.7,27707
0,1404704,0,'01/02/2016 06:10:00.00 AM,19131000,21.30434854,9.292,3.515,0,117.8,27708
0,1404704,0,'01/02/2016 06:25:00.00 AM,19131900,21.31764028,9.292,3.515,0,117.8,27709
0,1404704,0,'01/02/2016 06:40:00.00 AM,19132800,21.28170334,9.291,3.515,0,117.8,27710
0,1404704,0,'01/02/2016 06:55:00.00 AM,19133700,21.27853864,9.281,3.515,0,117.9,27711
0,1404704,0,'01/02/2016 07:10:00.00 AM,19134600,21.23901503,9.277,3.515,0,117.9,27712
0,1404704,0,'01/02/2016 07:25:00.00 AM,19135500,21.21088435,9.276,3.515,0,117.9,27713
0,1404704,0,'01/02/2016 07:40:00.00 AM,19136400,21.21299415,9.272,3.515,0,118,27714
0,1404704,0,'01/02/2016 07:55:00.00 AM,19137300,21.22530133,9.274,3.515,0,118,27715
0,1404704,0,'01/02/2016 08:10:00.00 AM,19138200,21.2128535,9.278,3.515,0,118,27716
0,1404704,0,'01/02/2016 08:25:00.00 AM,19139100,21.18753589,9.269,3.515,0,118,27717
0,1404704,0,'01/02/2016 08:40:00.00 AM,19140000,21.13711165,9.273,3.515,0,118,27718
0,1404704,0,'01/02/2016 08:55:00.00 AM,19140900,21.11967062,9.261,3.515,0,118.1,27719
0,1404704,0,'01/02/2016 09:10:00.00 AM,19141800,21.08429629,9.271,3.515,0,118.1,27720
0,1404704,0,'01/02/2016 09:25:00.00 AM,19142700,21.0608775,9.266,3.515,0,118.1,27721
0,1404704,0,'01/02/2016 09:40:00.00 AM,19143600,21.09435301,9.26,3.515,0,118.1,27722
0,1404704,0,'01/02/2016 09:55:00.00 AM,19144500,21.01980671,9.26,3.515,0,118.2,27723
0,1404704,0,'01/02/2016 10:10:00.00 AM,19145400,21.00651496,9.257,3.515,0,118.3,27724
0,1404704,0,'01/02/2016 10:25:00.00 AM,19146300,20.99877903,9.25,3.515,0,118.2,27725
0,1404704,0,'01/02/2016 10:40:00.00 AM,19147200,20.97409435,9.249,3.515,0,118.3,27726
0,1404704,0,'01/02/2016 10:55:00.00 AM,19148100,20.99273093,9.257,3.515,0,118.2,27727
0,1404704,0,'01/02/2016 11:10:00.00 AM,19149000,20.95784889,9.247,3.515,0,118.3,27728
0,1404704,0,'01/02/2016 11:25:00.00 AM,19149900,20.95046458,9.253,3.515,0,118.3,27729
0,1404704,0,'01/02/2016 11:40:00.00 AM,19150800,20.89075722,9.246,3.515,0,118.3,27730
0,1404704,0,'01/02/2016 11:55:00.00 AM,19151700,20.86213425,9.24,3.515,0,118.4,27731
0,1404704,0,'01/02/2016 12:10:00.00 PM,19152600,20.8538357,9.24,3.515,0,118.4,27732
0,1404704,0,'01/02/2016 12:25:00.00 PM,19153500,20.84300539,9.232,3.515,0,118.4,27733
0,1404704,0,'01/02/2016 12:40:00.00 PM,19154400,20.77654665,9.239,3.515,0,118.3,27734
0,1404704,0,'01/02/2016 12:55:00.00 PM,19155300,20.83344095,9.235,3.515,0,118.3,27735
0,1404704,0,'01/02/2016 01:10:00.00 PM,19156200,20.79996545,9.224,3.515,0,118.2,27736
0,1404704,0,'01/02/2016 01:25:00.00 PM,19157100,20.79040101,9.225,3.515,0,118.4,27737
0,1404704,0,'01/02/2016 01:40:00.00 PM,19158000,20.75854302,9.228,3.515,0,118.4,27738
0,1404704,0,'01/02/2016 01:55:00.00 PM,19158900,20.73406933,9.229,3.515,0,118.4,27739
0,1404704,0,'01/02/2016 02:10:00.00 PM,19159800,20.73561651,9.225,3.515,0,118.4,27740
0,1404704,0,'01/02/2016 02:25:00.00 PM,19160700,20.72091823,9.219,3.515,0,118.4,27741
0,1404704,0,'01/02/2016 02:40:00.00 PM,19161600,20.71620635,9.219,3.515,0,118.5,27742
0,1404704,0,'01/02/2016 02:55:00.00 PM,19162500,20.68097267,9.22,3.515,0,118.5,27743
0,1404704,0,'01/02/2016 03:10:00.00 PM,19163400,20.65192774,9.215,3.515,0,118.5,27744
0,1404704,0,'01/02/2016 03:25:00.00 PM,19164300,20.69996088,9.217,3.515,0,118.6,27745
0,1404704,0,'01/02/2016 03:40:00.00 PM,19165200,20.65319362,9.209,3.515,0,118.6,27746
0,1404704,0,'01/02/2016 03:55:00.00 PM,19166100,20.66198446,9.209,3.515,0,118.7,27747
0,1404704,0,'01/02/2016 04:10:00.00 PM,19167000,20.65924172,9.201,3.515,0,118.7,27748
0,1404704,0,'01/02/2016 04:25:00.00 PM,19167900,20.62499262,9.21,3.515,0,118.8,27749
0,1404704,0,'01/02/2016 04:40:00.00 PM,19168800,20.59088417,9.202,3.515,0,118.8,27750
0,1404704,0,'01/02/2016 04:55:00.00 PM,19169700,20.62808699,9.21,3.515,0,118.8,27751
0,1404704,0,'01/02/2016 05:10:00.00 PM,19170600,20.5696455,9.206,3.515,0,118.9,27752
0,1404704,0,'01/02/2016 05:25:00.00 PM,19171500,20.58525803,9.195,3.515,0,118.9,27753
0,1404704,0,'01/02/2016 05:40:00.00 PM,19172400,20.56338643,9.192,3.515,0,119,27754
0,1404704,0,'01/02/2016 05:55:00.00 PM,19173300,20.52759014,9.192,3.515,0,119,27755
0,1404704,0,'01/02/2016 06:10:00.00 PM,19174200,20.52386282,9.195,3.515,0,119.1,27756
0,1404704,0,'01/02/2016 06:25:00.00 PM,19175100,20.50874258,9.199,3.515,0,119.1,27757
0,1404704,0,'01/02/2016 06:40:00.00 PM,19176000,20.50515592,9.194,3.515,0,119.1,27758
0,1404704,0,'01/02/2016 06:55:00.00 PM,19176900,20.48110419,9.2,3.515,0,119.2,27759
0,1404704,0,'01/02/2016 07:10:00.00 PM,19177800,20.45205926,9.187,3.515,0,119.3,27760
0,1404704,0,'01/02/2016 07:25:00.00 PM,19178700,20.48546444,9.188,3.515,0,119.3,27761
0,1404704,0,'01/02/2016 07:40:00.00 PM,19179600,20.42224074,9.183,3.515,0,119.4,27762
0,1404704,0,'01/02/2016 07:55:00.00 PM,19180500,20.41788048,9.192,3.515,0,119.4,27763
0,1404704,0,'01/02/2016 08:10:00.00 PM,19181400,20.41682558,9.182,3.515,0,119.5,27764
0,1404704,0,'01/02/2016 08:25:00.00 PM,19182300,20.36668265,9.186,3.515,0,119.5,27765
0,1404704,0,'01/02/2016 08:40:00.00 PM,19183200,20.31112455,9.183,3.515,0,119.5,27766
0,1404704,0,'01/02/2016 08:55:00.00 PM,19184100,20.3378487,9.18,3.515,0,119.6,27767
0,1404704,0,'01/02/2016 09:10:00.00 PM,19185000,20.30739724,9.177,3.515,0,119.7,27768
0,1404704,0,'01/02/2016 09:25:00.00 PM,19185900,20.2749063,9.175,3.515,0,119.7,27769
0,1404704,0,'01/02/2016 09:40:00.00 PM,19186800,20.31738363,9.182,3.515,0,119.7,27770
0,1404704,0,'01/02/2016 09:55:00.00 PM,19187700,20.27089768,9.169,3.514,0,119.8,27771
0,1404704,0,'01/02/2016 10:10:00.00 PM,19188600,20.25282372,9.178,3.514,0,119.8,27772
0,1404704,0,'01/02/2016 10:25:00.00 PM,19189500,20.22863133,9.178,3.515,0,119.8,27773
0,1404704,0,'01/02/2016 10:40:00.00 PM,19190400,20.2032434,9.172,3.515,0,119.9,27774
0,1404704,0,'01/02/2016 10:55:00.00 PM,19191300,20.20591581,9.169,3.514,0,119.9,27775
0,1404704,0,'01/02/2016 11:10:00.00 PM,19192200,20.10788039,9.178,3.515,0,119.9,27776
0,1404704,0,'01/02/2016 11:25:00.00 PM,19193100,20.13558911,9.174,3.515,0,119.9,27777
0,1404704,0,'01/02/2016 11:40:00.00 PM,19194000,20.11638992,9.172,3.515,0,119.8,27778
0,1404704,0,'01/02/2016 11:55:00.00 PM,19194900,20.12067985,9.168,3.515,0,119.7,27779
0,1404704,0,'01/03/2016 12:10:00.00 AM,19195800,20.11202967,9.173,3.514,0,119.6,27780
0,1404704,0,'01/03/2016 12:25:00.00 AM,19196700,20.08650107,9.167,3.514,0,119.6,27781
0,1404704,0,'01/03/2016 12:40:00.00 AM,19197600,20.08488356,9.165,3.514,0,119.6,27782
0,1404704,0,'01/03/2016 12:55:00.00 AM,19198500,20.05084544,9.162,3.514,0,119.6,27783
0,1404704,0,'01/03/2016 01:10:00.00 AM,19199400,20.03002873,9.159,3.514,0,119.6,27784
0,1404704,0,'01/03/2016 01:25:00.00 AM,19200300,20.03143527,9.16,3.514,0,119.6,27785
0,1404704,0,'01/03/2016 01:40:00.00 AM,19201200,20.01315033,9.153,3.515,0,119.6,27786
0,1404704,0,'01/03/2016 01:55:00.00 AM,19202100,20.01751058,9.163,3.514,0,119.7,27787
0,1404704,0,'01/03/2016 02:10:00.00 AM,19203000,19.99655322,9.16,3.514,0,119.7,27788
0,1404704,0,'01/03/2016 02:25:00.00 AM,19203900,19.96638307,9.153,3.514,0,119.7,27789
0,1404704,0,'01/03/2016 02:40:00.00 AM,19204800,19.96743797,9.157,3.514,0,119.8,27790
0,1404704,0,'01/03/2016 02:55:00.00 AM,19205700,19.97362672,9.155,3.514,0,120,27791
0,1404704,0,'01/03/2016 03:10:00.00 AM,19206600,19.95984269,9.15,3.514,0,120.3,27792
0,1404704,0,'01/03/2016 03:25:00.00 AM,19207500,19.94197971,9.151,3.515,0,120.4,27793
0,1404704,0,'01/03/2016 03:40:00.00 AM,19208400,19.89317298,9.143,3.515,0,120.5,27794
0,1404704,0,'01/03/2016 03:55:00.00 AM,19209300,19.90337035,9.146,3.514,0,120.6,27795
0,1404704,0,'01/03/2016 04:10:00.00 AM,19210200,19.86356543,9.155,3.514,0,120.7,27796
0,1404704,0,'01/03/2016 04:25:00.00 AM,19211100,19.86328413,9.142,3.514,0,120.8,27797
0,1404704,0,'01/03/2016 04:40:00.00 AM,19212000,19.83663031,9.152,3.514,0,120.8,27798
0,1404704,0,'01/03/2016 04:55:00.00 AM,19212900,19.82129909,9.139,3.515,0,120.9,27799
0,1404704,0,'01/03/2016 05:10:00.00 AM,19213800,19.81918929,9.14,3.514,0,121.1,27800
0,1404704,0,'01/03/2016 05:25:00.00 AM,19214700,19.81089074,9.141,3.514,0,121.1,27801
0,1404704,0,'01/03/2016 05:40:00.00 AM,19215600,19.76693655,9.142,3.514,0,121.2,27802
0,1404704,0,'01/03/2016 05:55:00.00 AM,19216500,19.79344972,9.148,3.514,0,121.2,27803
0,1404704,0,'01/03/2016 06:10:00.00 AM,19217400,19.75076141,9.135,3.514,0,121.2,27804
0,1404704,0,'01/03/2016 06:25:00.00 AM,19218300,19.76897602,9.147,3.514,0,121.1,27805
0,1404704,0,'01/03/2016 06:40:00.00 AM,19219200,19.73106993,9.132,3.514,0,121.1,27806
0,1404704,0,'01/03/2016 06:55:00.00 AM,19220100,19.78852685,9.133,3.514,0,121.1,27807
0,1404704,0,'01/03/2016 07:10:00.00 AM,19221000,19.71510577,9.143,3.514,0,121.2,27808
0,1404704,0,'01/03/2016 07:25:00.00 AM,19221900,19.7017437,9.138,3.514,0,121.2,27809
0,1404704,0,'01/03/2016 07:40:00.00 AM,19222800,19.70188435,9.133,3.514,0,121.2,27810
0,1404704,0,'01/03/2016 07:55:00.00 AM,19223700,19.66925276,9.128,3.514,0,121.2,27811
0,1404704,0,'01/03/2016 08:10:00.00 AM,19224600,19.67016701,9.129,3.514,0,121.2,27812
0,1404704,0,'01/03/2016 08:25:00.00 AM,19225500,19.63134667,9.134,3.514,0,121.2,27813
0,1404704,0,'01/03/2016 08:40:00.00 AM,19226400,19.60251272,9.125,3.514,0,121.3,27814
0,1404704,0,'01/03/2016 08:55:00.00 AM,19227300,19.59076817,9.131,3.514,0,121.3,27815
0,1404704,0,'01/03/2016 09:10:00.00 AM,19228200,19.58197733,9.135,3.514,0,121.4,27816
0,1404704,0,'01/03/2016 09:25:00.00 AM,19229100,19.5413285,9.121,3.514,0,121.4,27817
0,1404704,0,'01/03/2016 09:40:00.00 AM,19230000,19.53499909,9.131,3.514,0,121.5,27818
0,1404704,0,'01/03/2016 09:55:00.00 AM,19230900,19.56334075,9.126,3.514,0,121.5,27819
0,1404704,0,'01/03/2016 10:10:00.00 AM,19231800,19.5529324,9.128,3.514,0,121.3,27820
0,1404704,0,'01/03/2016 10:25:00.00 AM,19232700,19.54252405,9.123,3.514,0,121.4,27821
0,1404704,0,'01/03/2016 10:40:00.00 AM,19233600,19.51354945,9.119,3.514,0,121.4,27822
0,1404704,0,'01/03/2016 10:55:00.00 AM,19234500,19.53724955,9.122,3.514,0,121.3,27823
0,1404704,0,'01/03/2016 11:10:00.00 AM,19235400,19.47114245,9.124,3.514,0,121.3,27824
0,1404704,0,'01/03/2016 11:25:00.00 AM,19236300,19.46741513,9.127,3.514,0,121.3,27825
0,1404704,0,'01/03/2016 11:40:00.00 AM,19237200,19.47796414,9.124,3.514,0,121.3,27826
0,1404704,0,'01/03/2016 11:55:00.00 AM,19238100,19.47986296,9.111,3.514,0,121.3,27827
0,1404704,0,'01/03/2016 12:10:00.00 PM,19239000,19.37978807,9.117,3.514,0,121.3,27828
0,1404704,0,'01/03/2016 12:25:00.00 PM,19239900,19.42641467,9.115,3.514,0,121.4,27829
0,1404704,0,'01/03/2016 12:40:00.00 PM,19240800,19.39793235,9.109,3.514,0,121.4,27830
0,1404704,0,'01/03/2016 12:55:00.00 PM,19241700,19.40264424,9.1,3.514,0,121.4,27831
0,1404704,0,'01/03/2016 01:10:00.00 PM,19242600,19.35883071,9.112,3.514,0,121.4,27832
0,1404704,0,'01/03/2016 01:25:00.00 PM,19243500,19.37950676,9.116,3.514,0,121.4,27833
0,1404704,0,'01/03/2016 01:40:00.00 PM,19244400,19.36839514,9.113,3.514,0,121.5,27834
0,1404704,0,'01/03/2016 01:55:00.00 PM,19245300,19.36297998,9.109,3.514,0,121.5,27835
0,1404704,0,'01/03/2016 02:10:00.00 PM,19246200,19.37219278,9.116,3.514,0,121.5,27836
0,1404704,0,'01/03/2016 02:25:00.00 PM,19247100,19.37120821,9.109,3.514,0,121.4,27837
0,1404704,0,'01/03/2016 02:40:00.00 PM,19248000,19.35608797,9.11,3.514,0,121.6,27838
0,1404704,0,'01/03/2016 02:55:00.00 PM,19248900,19.36129214,9.094,3.514,0,121.7,27839
0,1404704,0,'01/03/2016 03:10:00.00 PM,19249800,19.34638288,9.107,3.514,0,121.7,27840
0,1404704,0,'01/03/2016 03:25:00.00 PM,19250700,19.32408932,9.104,3.514,0,121.6,27841
0,1404704,0,'01/03/2016 03:40:00.00 PM,19251600,19.33400538,9.104,3.514,0,121.8,27842
0,1404704,0,'01/03/2016 03:55:00.00 PM,19252500,19.33077036,9.099,3.514,0,121.9,27843
0,1404704,0,'01/03/2016 04:10:00.00 PM,19253400,19.29701354,9.1,3.514,0,122.1,27844
0,1404704,0,'01/03/2016 04:25:00.00 PM,19254300,19.3214169,9.096,3.514,0,122.3,27845
0,1404704,0,'01/03/2016 04:40:00.00 PM,19255200,19.29588831,9.1,3.514,0,122.5,27846
0,1404704,0,'01/03/2016 04:55:00.00 PM,19256100,19.25699765,9.101,3.514,0,122.6,27847
0,1404704,0,'01/03/2016 05:10:00.00 PM,19257000,19.23962695,9.09,3.515,0,122.6,27848
0,1404704,0,'01/03/2016 05:25:00.00 PM,19257900,19.26888286,9.096,3.514,0,122.6,27849
0,1404704,0,'01/03/2016 05:40:00.00 PM,19258800,19.23350853,9.094,3.514,0,122.7,27850
0,1404704,0,'01/03/2016 05:55:00.00 PM,19259700,19.20727667,9.095,3.514,0,122.8,27851
0,1404704,0,'01/03/2016 06:10:00.00 PM,19260600,19.21958384,9.089,3.514,0,122.9,27852
0,1404704,0,'01/03/2016 06:25:00.00 PM,19261500,19.18758519,9.095,3.514,0,123,27853
0,1404704,0,'01/03/2016 06:40:00.00 PM,19262400,19.21135562,9.086,3.514,0,123,27854
0,1404704,0,'01/03/2016 06:55:00.00 PM,19263300,19.16789372,9.081,3.514,0,123,27855
0,1404704,0,'01/03/2016 07:10:00.00 PM,19264200,19.15059335,9.092,3.514,0,123,27856
