0,1000
1,998.4
2,996.8
3,995.2
4,993.6
5,992.01
6,990.42
7,988.83
8,987.25
9,985.67
10,984.09
11,982.51
12,980.94
13,979.36
14,977.79
15,976.23
16,974.66
17,973.1
18,971.54
19,969.98
20,968.43
21,966.88
22,965.33
23,963.78
24,962.23
25,960.69
26,959.15
27,957.61
28,956.08
29,954.55
30,953.02
31,951.49
32,949.97
33,948.44
34,946.92
35,945.4
36,943.89
37,942.38
38,940.87
39,939.36
40,937.85
41,936.35
42,934.85
43,933.35
44,931.85
45,930.36
46,928.87
47,927.38
48,925.89
49,924.41
50,922.93
51,921.45
52,919.97
53,918.5
54,917.03
55,915.56
56,914.09
57,912.62
58,911.16
59,909.7
60,908.24
61,906.79
62,905.33
63,903.88
64,902.43
65,900.99
66,899.54
67,898.1
68,896.66
69,895.22
70,893.79
71,892.36
72,890.93
73,889.5
74,888.07
75,886.65
76,885.23
77,883.81
78,882.39
79,880.98
80,879.57
81,878.16
82,876.75
83,875.35
84,873.94
85,872.54
86,871.14
87,869.75
88,868.35
89,866.96
90,865.57
91,864.18
92,862.8
93,861.42
94,860.04
95,858.66
96,857.28
97,855.91
98,854.53
99,853.17
100,851.8
101,850.43
102,849.07
103,847.71
104,846.35
105,844.99
106,843.64
107,842.29
108,840.94
109,839.59
110,838.24
111,836.9
112,835.56
113,834.22
114,832.88
115,831.55
116,830.21
117,828.88
118,827.56
119,826.23
120,824.9
121,823.58
122,822.26
123,820.94
124,819.63
125,818.32
126,817
127,815.69
128,814.39
129,813.08
130,811.78
131,810.48
132,809.18
133,807.88
134,806.59
135,805.29
136,804
137,802.71
138,801.43
139,800.14
140,798.86
141,797.58
142,796.3
143,795.03
144,793.75
145,792.48
146,791.21
147,789.94
148,788.67
149,787.41
150,786.15
151,784.89
152,783.63
153,782.37
154,781.12
155,779.87
156,778.62
157,777.37
158,776.12
159,774.88
160,773.64
161,772.4
162,771.16
163,769.93
164,768.69
165,767.46
166,766.23
167,765
168,763.77
169,762.55
170,761.33
171,760.11
172,758.89
173,757.67
174,756.46
175,755.25
176,754.04
177,752.83
178,751.62
179,750.42
180,749.21
181,748.01
182,746.81
183,745.62
184,744.42
185,743.23
186,742.04
187,740.85
188,739.66
189,738.48
190,737.29
191,736.11
192,734.93
193,733.75
194,732.58
195,731.4
196,730.23
197,729.06
198,727.89
199,726.72
200,725.56
201,724.4
202,723.24
203,722.08
204,720.92
205,719.76
206,718.61
207,717.46
208,716.31
209,715.16
210,714.01
211,712.87
212,711.73
213,710.59
214,709.45
215,708.31
216,707.17
217,706.04
218,704.91
219,703.78
220,702.65
221,701.53
222,700.4
223,699.28
224,698.16
225,697.04
226,695.92
227,694.81
228,693.69
229,692.58
230,691.47
231,690.36
232,689.26
233,688.15
234,687.05
235,685.95
236,684.85
237,683.75
238,682.65
239,681.56
240,680.47
241,679.38
242,678.29
243,677.2
244,676.12
245,675.03
246,673.95
247,672.87
248,671.79
249,670.71
250,669.64
251,668.57
252,667.49
253,666.43
254,665.36
255,664.29
256,663.23
257,662.16
258,661.1
259,660.04
260,658.98
261,657.93
262,656.87
263,655.82
264,654.77
265,653.72
266,652.67
267,651.63
268,650.58
269,649.54
270,648.5
271,647.46
272,646.42
273,645.38
274,644.35
275,643.32
276,642.29
277,641.26
278,640.23
279,639.2
280,638.18
281,637.16
282,636.13
283,635.11
284,634.1
285,633.08
286,632.07
287,631.05
288,630.04
289,629.03
290,628.02
291,627.02
292,626.01
293,625.01
294,624.01
295,623.01
296,622.01
297,621.01
298,620.02
299,619.02
300,618.03
301,617.04
302,616.05
303,615.06
304,614.08
305,613.09
306,612.11
307,611.13
308,610.15
309,609.17
310,608.2
311,607.22
312,606.25
