313,605.28
314,604.31
315,603.34
316,602.37
317,601.4
318,600.44
319,599.48
320,598.52
321,597.56
322,596.6
323,595.64
324,594.69
325,593.74
326,592.78
327,591.83
328,590.89
329,589.94
330,588.99
331,588.05
332,587.11
333,586.17
334,585.23
335,584.29
336,583.35
337,582.42
338,581.48
339,580.55
340,579.62
341,578.69
342,577.76
343,576.84
344,575.91
345,574.99
346,574.07
347,573.15
348,572.23
349,571.31
350,570.4
351,569.48
352,568.57
353,567.66
354,566.75
355,565.84
356,564.93
357,564.03
358,563.12
359,562.22
360,561.32
361,560.42
362,559.52
363,558.63
364,557.73
365,556.84
366,555.94
367,555.05
368,554.16
369,553.28
370,552.39
371,551.5
372,550.62
373,549.74
374,548.86
375,547.98
376,547.1
377,546.22
378,545.35
379,544.47
380,543.6
381,542.73
382,541.86
383,540.99
384,540.12
385,539.26
386,538.39
387,537.53
388,536.67
389,535.81
390,534.95
391,534.09
392,533.24
393,532.38
394,531.53
395,530.68
396,529.83
397,528.98
398,528.13
399,527.28
400,526.44
401,525.59
402,524.75
403,523.91
404,523.07
405,522.23
406,521.39
407,520.56
408,519.72
409,518.89
410,518.06
411,517.23
412,516.4
413,515.57
414,514.75
415,513.92
416,513.1
417,512.27
418,511.45
419,510.63
420,509.82
421,509
422,508.18
423,507.37
424,506.56
425,505.74
426,504.93
427,504.12
428,503.32
429,502.51
430,501.7
431,500.9
432,500.1
433,499.29
434,498.49
435,497.7
436,496.9
437,496.1
438,495.31
439,494.51
440,493.72
441,492.93
442,492.14
443,491.35
444,490.56
445,489.78
446,488.99
447,488.21
448,487.42
449,486.64
450,485.86
451,485.08
452,484.31
453,483.53
454,482.76
455,481.98
456,481.21
457,480.44
458,479.67
459,478.9
460,478.13
461,477.37
462,476.6
463,475.84
464,475.07
465,474.31
466,473.55
467,472.79
468,472.04
469,471.28
470,470.52
471,469.77
472,469.02
473,468.26
474,467.51
475,466.77
476,466.02
477,465.27
478,464.52
479,463.78
480,463.04
481,462.29
482,461.55
483,460.81
484,460.07
485,459.34
486,458.6
487,457.87
488,457.13
489,456.4
490,455.67
491,454.94
492,454.21
493,453.48
494,452.75
495,452.03
496,451.3
497,450.58
498,449.86
499,449.14
500,448.42
501,447.7
502,446.98
503,446.26
504,445.55
505,444.84
506,444.12
507,443.41
508,442.7
509,441.99
510,441.28
511,440.57
512,439.87
513,439.16
514,438.46
515,437.76
516,437.06
517,436.35
518,435.66
519,434.96
520,434.26
521,433.56
522,432.87
523,432.18
524,431.48
525,430.79
526,430.1
527,429.41
528,428.72
529,428.04
530,427.35
531,426.66
532,425.98
533,425.3
534,424.62
535,423.94
536,423.26
537,422.58
538,421.9
539,421.22
540,420.55
541,419.88
542,419.2
543,418.53
544,417.86
545,417.19
546,416.52
547,415.85
548,415.19
549,414.52
550,413.86
551,413.19
552,412.53
553,411.87
554,411.21
555,410.55
556,409.89
557,409.24
558,408.58
559,407.93
560,407.27
561,406.62
562,405.97
563,405.32
564,404.67
565,404.02
566,403.37
567,402.72
568,402.08
569,401.43
570,400.79
571,400.15
572,399.51
573,398.87
574,398.23
575,397.59
576,396.95
577,396.32
578,395.68
579,395.05
580,394.41
581,393.78
582,393.15
583,392.52
584,391.89
585,391.26
586,390.64
587,390.01
588,389.38
589,388.76
590,388.14
591,387.52
592,386.89
593,386.27
594,385.65
595,385.04
596,384.42
597,383.8
598,383.19
599,382.57
600,381.96
601,381.35
602,380.74
603,380.13
604,379.52
605,378.91
606,378.3
607,377.7
608,377.09
609,376.49
610,375.88
611,375.28
612,374.68
613,374.08
614,373.48
615,372.88
616,372.28
617,371.69
618,371.09
619,370.5
620,369.9
621,369.31
622,368.72
623,368.13
624,367.54
625,366.95
626,366.36
627,365.77
628,365.19
629,364.6
630,364.02
631,363.43
632,362.85
633,362.27
634,361.69
635,361.11
636,360.53
637,359.95
638,359.37
639,358.8
640,358.22
641,357.65
642,357.08
643,356.5
644,355.93
645,355.36
646,354.79
647,354.22
648,353.66
649,353.09
650,352.52
651,351.96
652,351.39
653,350.83
654,350.27
655,349.71
656,349.15
657,348.59
658,348.03
659,347.47
660,346.91
661,346.36
662,345.8
663,345.25
664,344.69
665,344.14
666,343.59
667,343.04
668,342.49
669,341.94
670,341.39
671,340.85
672,340.3
673,339.75
674,339.21
675,338.67
676,338.12
677,337.58
678,337.04
679,336.5
680,335.96
681,335.42
682,334.88
683,334.35
684,333.81
685,333.28
686,332.74
687,332.21
688,331.68
689,331.15
690,330.61
691,330.08
692,329.56
693,329.03
694,328.5
695,327.97
696,327.45
697,326.92
698,326.4
699,325.88
700,325.35
701,324.83
702,324.31
703,323.79
704,323.27
705,322.75
706,322.24
707,321.72
708,321.2
709,320.69
710,320.18
711,319.66
712,319.15
713,318.64
714,318.13
715,317.62
716,317.11
717,316.6
718,316.09
719,315.59
720,315.08
721,314.58
722,314.07
723,313.57
724,313.07
725,312.56
726,312.06
727,311.56
728,311.06
729,310.57
730,310.07
731,309.57
732,309.07
733,308.58
734,308.08
735,307.59
736,307.1
737,306.61
738,306.11
739,305.62
740,305.13
741,304.64
742,304.16
743,303.67
744,303.18
745,302.7
746,302.21
747,301.73
748,301.24
749,300.76
750,300.28
751,299.8
752,299.32
753,298.84
754,298.36
755,297.88
756,297.4
757,296.93
758,296.45
759,295.97
760,295.5
761,295.03
762,294.55
763,294.08
764,293.61
765,293.14
766,292.67
767,292.2
768,291.73
769,291.26
770,290.8
771,290.33
772,289.87
773,289.4
774,288.94
775,288.47
776,288.01
777,287.55
778,287.09
779,286.63
780,286.17
781,285.71
782,285.25
783,284.8
784,284.34
785,283.88
786,283.43
787,282.98
788,282.52
789,282.07
790,281.62
791,281.17
792,280.71
793,280.26
794,279.82
795,279.37
796,278.92
797,278.47
798,278.03
799,277.58
800,277.14
801,276.69
802,276.25
803,275.8
804,275.36
805,274.92
806,274.48
807,274.04
808,273.6
809,273.16
810,272.73
811,272.29
812,271.85
813,271.42
814,270.98
815,270.55
816,270.11
817,269.68
818,269.25
819,268.82
820,268.39
821,267.96
822,267.53
823,267.1
824,266.67
825,266.24
826,265.81
827,265.39
828,264.96
829,264.54
830,264.11
831,263.69
832,263.27
833,262.85
834,262.43
835,262.01
836,261.59
837,261.17
838,260.75
839,260.33
840,259.91
841,259.5
842,259.08
843,258.66
844,258.25
845,257.84
846,257.42
847,257.01
848,256.6
849,256.19
850,255.78
851,255.37
852,254.96
853,254.55
854,254.14
855,253.73
856,253.33
857,252.92
858,252.51
859,252.11
860,251.71
861,251.3
862,250.9
863,250.5
864,250.1
865,249.7
866,249.3
867,248.9
868,248.5
869,248.1
870,247.7
871,247.3
872,246.91
873,246.51
874,246.12
875,245.72
876,245.33
877,244.94
878,244.54
879,244.15
880,243.76
881,243.37
882,242.98
883,242.59
884,242.2
885,241.81
886,241.42
887,241.04
888,240.65
889,240.27
890,239.88
891,239.5
892,239.11
893,238.73
894,238.35
895,237.96
896,237.58
897,237.2
898,236.82
899,236.44
900,236.06
901,235.68
902,235.31
903,234.93
904,234.55
905,234.18
906,233.8
907,233.43
908,233.05
909,232.68
910,232.31
911,231.93
912,231.56
913,231.19
914,230.82
915,230.45
916,230.08
917,229.71
918,229.34
919,228.98
920,228.61
921,228.24
922,227.88
923,227.51
924,227.15
925,226.78
926,226.42
927,226.06
928,225.7
929,225.33
930,224.97
931,224.61
932,224.25
933,223.89
934,223.53
935,223.18
936,222.82
937,222.46
938,222.1
939,221.75
940,221.39
941,221.04
942,220.68
943,220.33
944,219.98
945,219.62
946,219.27
947,218.92
948,218.57
949,218.22
950,217.87
951,217.52
952,217.17
953,216.82
954,216.48
955,216.13
956,215.78
957,215.44
958,215.09
959,214.75
960,214.4
961,214.06
962,213.72
963,213.37
964,213.03
965,212.69
966,212.35
967,212.01
968,211.67
969,211.33
970,210.99
971,210.65
972,210.32
973,209.98
974,209.64
975,209.31
976,208.97
977,208.64
978,208.3
979,207.97
980,207.63
981,207.3
982,206.97
983,206.64
984,206.31
985,205.97
986,205.64
987,205.32
988,204.99
989,204.66
990,204.33
991,204
992,203.68
993,203.35
994,203.02
995,202.7
996,202.37
997,202.05
998,201.72
999,201.4
1000,201.08
