 -----Test Name  T3-2015 Blonde Monent,,,,,,,,,,
 -----Measure Parameters    PTVEC,,,,,,,,,,
 -----Test Code  T3,,,,,,,,,,
 -----Scan Type   Linear,,,,,,,,,,
 -----Periods  00_00:10:00.00,,,,,,,,,,
 -----Memory Wrap  True,,,,,,,,,,
 -----Broadcast Normal Log  False,,,,,,,,,,
 -----Broadcast Alarm Log  False,,,,,,,,,,
 -----Alarm Scan  Disabled,,,,,,,,,,
 -----Scanned Upto =  30000,,,,,,,,,,
 -----Firmware Version  2.4,,,,,,,,,,
 -----TruWare v1.78,,,,,,,,,,
 ,,,,,,,,,,
 ,,,,,,,,,,
ID,Name,Address,Time of Acquisition,Elapsed(Sec),Level(cmH2O),Temperature ('C),Battery Voltage(Volt),Supply Voltage(Volt),Conductivity(uS/cm),Scan No
0,1404704,0,'11/25/2015 11:55:00.00 AM,15868500,15.43424922,9.324,3.515,0,128.2,24083
0,1404704,0,'11/25/2015 12:10:00.00 PM,15869400,15.42215302,9.329,3.516,0,128.2,24084
0,1404704,0,'11/25/2015 12:25:00.00 PM,15870300,15.4107601,9.315,3.515,0,128.2,24085
0,1404704,0,'11/25/2015 12:40:00.00 PM,15871200,15.40203959,9.32,3.515,0,128.3,24086
0,1404704,0,'11/25/2015 12:55:00.00 PM,15872100,15.39845293,9.32,3.515,0,128.3,24087
0,1404704,0,'11/25/2015 01:10:00.00 PM,15873000,15.3881149,9.329,3.515,0,128.3,24088
0,1404704,0,'11/25/2015 01:25:00.00 PM,15873900,15.38044929,9.33,3.516,0,128.2,24089
0,1404704,0,'11/25/2015 01:40:00.00 PM,15874800,15.38227778,9.321,3.516,0,128.3,24090
0,1404704,0,'11/25/2015 01:55:00.00 PM,15875700,15.36082814,9.332,3.515,0,128.3,24091
0,1404704,0,'11/25/2015 02:10:00.00 PM,15876600,15.3333304,9.334,3.516,0,128.4,24092
0,1404704,0,'11/25/2015 02:25:00.00 PM,15877500,15.32615708,9.331,3.516,0,128.4,24093
0,1404704,0,'11/25/2015 02:40:00.00 PM,15878400,15.32946243,9.327,3.516,0,128.5,24094
0,1404704,0,'11/25/2015 02:55:00.00 PM,15879300,15.30372286,9.329,3.516,0,128.5,24095
0,1404704,0,'11/25/2015 03:10:00.00 PM,15880200,15.30372286,9.319,3.516,0,128.6,24096
0,1404704,0,'11/25/2015 03:25:00.00 PM,15881100,15.30611397,9.323,3.516,0,128.7,24097
0,1404704,0,'11/25/2015 03:40:00.00 PM,15882000,15.2961979,9.327,3.515,0,128.8,24098
0,1404704,0,'11/25/2015 03:55:00.00 PM,15882900,15.28578955,9.332,3.515,0,128.8,24099
0,1404704,0,'11/25/2015 04:10:00.00 PM,15883800,15.28578955,9.324,3.515,0,128.9,24100
0,1404704,0,'11/25/2015 04:25:00.00 PM,15884700,15.26223011,9.329,3.515,0,129,24101
0,1404704,0,'11/25/2015 04:40:00.00 PM,15885600,15.25765887,9.323,3.515,0,129,24102
0,1404704,0,'11/25/2015 04:55:00.00 PM,15886500,15.25329862,9.325,3.515,0,129.1,24103
0,1404704,0,'11/25/2015 05:10:00.00 PM,15887400,15.23353681,9.333,3.515,0,129.1,24104
0,1404704,0,'11/25/2015 05:25:00.00 PM,15888300,15.23346649,9.334,3.515,0,129.3,24105
0,1404704,0,'11/25/2015 05:40:00.00 PM,15889200,15.22643382,9.329,3.515,0,129.3,24106
0,1404704,0,'11/25/2015 05:55:00.00 PM,15890100,15.21623645,9.326,3.516,0,129.4,24107
0,1404704,0,'11/25/2015 06:10:00.00 PM,15891000,15.19000459,9.322,3.516,0,129.6,24108
0,1404704,0,'11/25/2015 06:25:00.00 PM,15891900,15.16595286,9.322,3.515,0,129.6,24109
0,1404704,0,'11/25/2015 06:40:00.00 PM,15892800,15.1842378,9.323,3.515,0,129.7,24110
0,1404704,0,'11/25/2015 06:55:00.00 PM,15893700,15.17136801,9.323,3.515,0,129.7,24111
0,1404704,0,'11/25/2015 07:10:00.00 PM,15894600,15.14801955,9.332,3.515,0,129.8,24112
0,1404704,0,'11/25/2015 07:25:00.00 PM,15895500,15.16855494,9.328,3.515,0,129.8,24113
0,1404704,0,'11/25/2015 07:40:00.00 PM,15896400,15.1513249,9.331,3.515,0,129.9,24114
0,1404704,0,'11/25/2015 07:55:00.00 PM,15897300,15.15062163,9.329,3.515,0,130.1,24115
0,1404704,0,'11/25/2015 08:10:00.00 PM,15898200,15.14225276,9.331,3.516,0,129.9,24116
0,1404704,0,'11/25/2015 08:25:00.00 PM,15899100,15.13732989,9.328,3.515,0,130,24117
0,1404704,0,'11/25/2015 08:40:00.00 PM,15900000,15.12502272,9.333,3.515,0,130.2,24118
0,1404704,0,'11/25/2015 08:55:00.00 PM,15900900,15.1244601,9.33,3.515,0,130.1,24119
0,1404704,0,'11/25/2015 09:10:00.00 PM,15901800,15.12825774,9.337,3.515,0,130.3,24120
0,1404704,0,'11/25/2015 09:25:00.00 PM,15902700,15.10385438,9.329,3.515,0,130.4,24121
0,1404704,0,'11/25/2015 09:40:00.00 PM,15903600,15.11109803,9.324,3.515,0,130.5,24122
0,1404704,0,'11/25/2015 09:55:00.00 PM,15904500,15.09049231,9.329,3.515,0,130.4,24123
0,1404704,0,'11/25/2015 10:10:00.00 PM,15905400,15.09196917,9.326,3.515,0,130.6,24124
0,1404704,0,'11/25/2015 10:25:00.00 PM,15906300,15.0962591,9.334,3.515,0,130.6,24125
0,1404704,0,'11/25/2015 10:40:00.00 PM,15907200,15.0849365,9.321,3.515,0,130.7,24126
0,1404704,0,'11/25/2015 10:55:00.00 PM,15908100,15.0219941,9.323,3.515,0,130.7,24127
0,1404704,0,'11/25/2015 11:10:00.00 PM,15909000,15.0251588,9.327,3.515,0,130.7,24128
0,1404704,0,'11/25/2015 11:25:00.00 PM,15909900,15.06489339,9.335,3.515,0,130.7,24129
0,1404704,0,'11/25/2015 11:40:00.00 PM,15910800,15.047804,9.324,3.516,0,130.8,24130
0,1404704,0,'11/25/2015 11:55:00.00 PM,15911700,15.03416062,9.325,3.516,0,131,24131
0,1404704,0,'11/26/2015 12:10:00.00 AM,15912600,15.0135549,9.326,3.515,0,131,24132
0,1404704,0,'11/26/2015 12:25:00.00 AM,15913500,15.00462341,9.327,3.515,0,131,24133
0,1404704,0,'11/26/2015 12:40:00.00 AM,15914400,15.01545372,9.323,3.516,0,130.8,24134
0,1404704,0,'11/26/2015 12:55:00.00 AM,15915300,15.01573502,9.337,3.516,0,130.9,24135
0,1404704,0,'11/26/2015 01:10:00.00 AM,15916200,14.99231623,9.337,3.515,0,130.9,24136
0,1404704,0,'11/26/2015 01:25:00.00 AM,15917100,14.95870007,9.332,3.516,0,130.9,24137
0,1404704,0,'11/26/2015 01:40:00.00 AM,15918000,14.96017693,9.336,3.516,0,131,24138
0,1404704,0,'11/26/2015 01:55:00.00 AM,15918900,14.94618192,9.339,3.515,0,131.1,24139
0,1404704,0,'11/26/2015 02:10:00.00 AM,15919800,14.93682847,9.331,3.515,0,131.1,24140
0,1404704,0,'11/26/2015 02:25:00.00 AM,15920700,14.92205986,9.316,3.516,0,131,24141
0,1404704,0,'11/26/2015 02:40:00.00 AM,15921600,14.91615242,9.329,3.516,0,131,24142
0,1404704,0,'11/26/2015 02:55:00.00 AM,15922500,14.89716421,9.332,3.515,0,131.1,24143
0,1404704,0,'11/26/2015 03:10:00.00 AM,15923400,14.8947731,9.329,3.515,0,131.3,24144
0,1404704,0,'11/26/2015 03:25:00.00 AM,15924300,14.90236838,9.335,3.515,0,131.2,24145
0,1404704,0,'11/26/2015 03:40:00.00 AM,15925200,14.91193281,9.332,3.515,0,131.2,24146
0,1404704,0,'11/26/2015 03:55:00.00 AM,15926100,14.89589833,9.322,3.515,0,131.2,24147
0,1404704,0,'11/26/2015 04:10:00.00 AM,15927000,14.89990695,9.329,3.515,0,131.4,24148
0,1404704,0,'11/26/2015 04:25:00.00 AM,15927900,14.90152446,9.34,3.516,0,131.3,24149
0,1404704,0,'11/26/2015 04:40:00.00 AM,15928800,14.91017465,9.334,3.516,0,131.4,24150
0,1404704,0,'11/26/2015 04:55:00.00 AM,15929700,14.89378853,9.34,3.515,0,131.4,24151
0,1404704,0,'11/26/2015 05:10:00.00 AM,15930600,14.88999088,9.326,3.516,0,131.5,24152
0,1404704,0,'11/26/2015 05:25:00.00 AM,15931500,14.89568735,9.331,3.515,0,131.5,24153
0,1404704,0,'11/26/2015 05:40:00.00 AM,15932400,14.88260658,9.328,3.516,0,131.6,24154
0,1404704,0,'11/26/2015 05:55:00.00 AM,15933300,14.86495458,9.33,3.515,0,131.7,24155
0,1404704,0,'11/26/2015 06:10:00.00 AM,15934200,14.86347772,9.332,3.516,0,131.7,24156
0,1404704,0,'11/26/2015 06:25:00.00 AM,15935100,14.85110022,9.341,3.516,0,131.9,24157
0,1404704,0,'11/26/2015 06:40:00.00 AM,15936000,14.85989106,9.336,3.515,0,131.9,24158
0,1404704,0,'11/26/2015 06:55:00.00 AM,15936900,14.835769,9.324,3.516,0,132.1,24159
0,1404704,0,'11/26/2015 07:10:00.00 AM,15937800,14.82318052,9.333,3.516,0,132.2,24160
0,1404704,0,'11/26/2015 07:25:00.00 AM,15938700,14.81136563,9.335,3.515,0,132.4,24161
0,1404704,0,'11/26/2015 07:40:00.00 AM,15939600,14.8283847,9.338,3.515,0,132.5,24162
0,1404704,0,'11/26/2015 07:55:00.00 AM,15940500,14.78738423,9.326,3.515,0,132.6,24163
0,1404704,0,'11/26/2015 08:10:00.00 AM,15941400,14.78049221,9.336,3.515,0,132.7,24164
0,1404704,0,'11/26/2015 08:25:00.00 AM,15942300,14.77212334,9.328,3.515,0,132.8,24165
0,1404704,0,'11/26/2015 08:40:00.00 AM,15943200,14.76424674,9.34,3.516,0,132.8,24166
0,1404704,0,'11/26/2015 08:55:00.00 AM,15944100,14.77374085,9.336,3.516,0,132.9,24167
0,1404704,0,'11/26/2015 09:10:00.00 AM,15945000,14.77929666,9.334,3.516,0,132.8,24168
0,1404704,0,'11/26/2015 09:25:00.00 AM,15945900,14.77549902,9.339,3.516,0,133,24169
0,1404704,0,'11/26/2015 09:40:00.00 AM,15946800,14.76952125,9.336,3.515,0,133.1,24170
0,1404704,0,'11/26/2015 09:55:00.00 AM,15947700,14.75918322,9.333,3.515,0,133.2,24171
0,1404704,0,'11/26/2015 10:10:00.00 AM,15948600,14.74202351,9.332,3.515,0,133.2,24172
0,1404704,0,'11/26/2015 10:25:00.00 AM,15949500,14.74230481,9.333,3.515,0,133.3,24173
0,1404704,0,'11/26/2015 10:40:00.00 AM,15950400,14.73006797,9.339,3.516,0,133.3,24174
0,1404704,0,'11/26/2015 10:55:00.00 AM,15951300,14.72563739,9.337,3.515,0,133.5,24175
0,1404704,0,'11/26/2015 11:10:00.00 AM,15952200,14.68421496,9.335,3.516,0,133.5,24176
0,1404704,0,'11/26/2015 11:25:00.00 AM,15953100,14.72064419,9.327,3.515,0,133.6,24177
0,1404704,0,'11/26/2015 11:40:00.00 AM,15954000,14.71579165,9.331,3.515,0,133.6,24178
0,1404704,0,'11/26/2015 11:55:00.00 AM,15954900,14.70130435,9.33,3.515,0,133.7,24179
0,1404704,0,'11/26/2015 12:10:00.00 PM,15955800,14.70404709,9.336,3.516,0,133.6,24180
0,1404704,0,'11/26/2015 12:25:00.00 PM,15956700,14.6787998,9.332,3.516,0,133.8,24181
0,1404704,0,'11/26/2015 12:40:00.00 PM,15957600,14.6816832,9.331,3.515,0,133.6,24182
0,1404704,0,'11/26/2015 12:55:00.00 PM,15958500,14.67197811,9.341,3.515,0,133.7,24183
0,1404704,0,'11/26/2015 01:10:00.00 PM,15959400,14.67211877,9.334,3.515,0,133.7,24184
0,1404704,0,'11/26/2015 01:25:00.00 PM,15960300,14.61649035,9.328,3.515,0,133.7,24185
0,1404704,0,'11/26/2015 01:40:00.00 PM,15961200,14.59975259,9.329,3.515,0,133.7,24186
0,1404704,0,'11/26/2015 01:55:00.00 PM,15962100,14.63308745,9.341,3.515,0,133.7,24187
0,1404704,0,'11/26/2015 02:10:00.00 PM,15963000,14.63779934,9.336,3.515,0,133.7,24188
0,1404704,0,'11/26/2015 02:25:00.00 PM,15963900,14.63372039,9.342,3.516,0,133.6,24189
0,1404704,0,'11/26/2015 02:40:00.00 PM,15964800,14.61888146,9.336,3.516,0,133.7,24190
0,1404704,0,'11/26/2015 02:55:00.00 PM,15965700,14.61684198,9.331,3.516,0,133.8,24191
0,1404704,0,'11/26/2015 03:10:00.00 PM,15966600,14.62921948,9.343,3.515,0,133.8,24192
0,1404704,0,'11/26/2015 03:25:00.00 PM,15967500,14.60980931,9.337,3.515,0,133.9,24193
0,1404704,0,'11/26/2015 03:40:00.00 PM,15968400,14.61803754,9.333,3.515,0,134,24194
0,1404704,0,'11/26/2015 03:55:00.00 PM,15969300,14.61037193,9.332,3.515,0,134,24195
0,1404704,0,'11/26/2015 04:10:00.00 PM,15970200,14.59665822,9.344,3.515,0,133.9,24196
0,1404704,0,'11/26/2015 04:25:00.00 PM,15971100,14.56923081,9.338,3.515,0,133.9,24197
0,1404704,0,'11/26/2015 04:40:00.00 PM,15972000,14.57612282,9.333,3.516,0,134,24198
0,1404704,0,'11/26/2015 04:55:00.00 PM,15972900,14.56698035,9.335,3.515,0,134.1,24199
0,1404704,0,'11/26/2015 05:10:00.00 PM,15973800,14.58421039,9.338,3.515,0,134.1,24200
0,1404704,0,'11/26/2015 05:25:00.00 PM,15974700,14.57802164,9.34,3.515,0,134.3,24201
0,1404704,0,'11/26/2015 05:40:00.00 PM,15975600,14.58456203,9.333,3.515,0,134.4,24202
0,1404704,0,'11/26/2015 05:55:00.00 PM,15976500,14.55755657,9.329,3.515,0,134.3,24203
0,1404704,0,'11/26/2015 06:10:00.00 PM,15977400,14.57260649,9.343,3.515,0,134.5,24204
0,1404704,0,'11/26/2015 06:25:00.00 PM,15978300,14.56487055,9.331,3.515,0,134.6,24205
0,1404704,0,'11/26/2015 06:40:00.00 PM,15979200,14.58294451,9.341,3.514,0,134.6,24206
0,1404704,0,'11/26/2015 06:55:00.00 PM,15980100,14.56353434,9.341,3.515,0,134.5,24207
0,1404704,0,'11/26/2015 07:10:00.00 PM,15981000,14.56536284,9.329,3.515,0,134.8,24208
0,1404704,0,'11/26/2015 07:25:00.00 PM,15981900,14.55987735,9.337,3.515,0,134.8,24209
0,1404704,0,'11/26/2015 07:40:00.00 PM,15982800,14.54862508,9.338,3.515,0,134.9,24210
0,1404704,0,'11/26/2015 07:55:00.00 PM,15983700,14.55312599,9.339,3.515,0,134.9,24211
0,1404704,0,'11/26/2015 08:10:00.00 PM,15984600,14.56121356,9.337,3.515,0,135,24212
0,1404704,0,'11/26/2015 08:25:00.00 PM,15985500,14.54967998,9.34,3.515,0,135.1,24213
0,1404704,0,'11/26/2015 08:40:00.00 PM,15986400,14.5597367,9.339,3.515,0,135.2,24214
0,1404704,0,'11/26/2015 08:55:00.00 PM,15987300,14.5360366,9.338,3.515,0,135.2,24215
0,1404704,0,'11/26/2015 09:10:00.00 PM,15988200,14.52562825,9.342,3.515,0,135.2,24216
0,1404704,0,'11/26/2015 09:25:00.00 PM,15989100,14.53406746,9.328,3.515,0,135.3,24217
0,1404704,0,'11/26/2015 09:40:00.00 PM,15990000,14.53026981,9.333,3.515,0,135.3,24218
0,1404704,0,'11/26/2015 09:55:00.00 PM,15990900,14.54553071,9.341,3.515,0,135.3,24219
0,1404704,0,'11/26/2015 10:10:00.00 PM,15991800,14.49384058,9.347,3.516,0,135.3,24220
0,1404704,0,'11/26/2015 10:25:00.00 PM,15992700,14.52211192,9.338,3.516,0,135.3,24221
0,1404704,0,'11/26/2015 10:40:00.00 PM,15993600,14.52274486,9.332,3.516,0,135.2,24222
0,1404704,0,'11/26/2015 10:55:00.00 PM,15994500,14.50431926,9.336,3.515,0,135.2,24223
0,1404704,0,'11/26/2015 11:10:00.00 PM,15995400,14.51029703,9.332,3.515,0,135.2,24224
0,1404704,0,'11/26/2015 11:25:00.00 PM,15996300,14.48406517,9.332,3.515,0,135.2,24225
0,1404704,0,'11/26/2015 11:40:00.00 PM,15997200,14.49658332,9.336,3.516,0,135.2,24226
0,1404704,0,'11/26/2015 11:55:00.00 PM,15998100,14.47970492,9.338,3.516,0,135,24227
0,1404704,0,'11/27/2015 12:10:00.00 AM,15999000,14.48378387,9.335,3.515,0,135,24228
0,1404704,0,'11/27/2015 12:25:00.00 AM,15999900,14.46226389,9.345,3.515,0,134.9,24229
0,1404704,0,'11/27/2015 12:40:00.00 AM,16000800,14.47225029,9.335,3.515,0,135,24230
0,1404704,0,'11/27/2015 12:55:00.00 AM,16001700,14.47534466,9.338,3.515,0,134.9,24231
0,1404704,0,'11/27/2015 01:10:00.00 AM,16002600,14.4873002,9.349,3.515,0,135,24232
0,1404704,0,'11/27/2015 01:25:00.00 AM,16003500,14.49187144,9.34,3.515,0,135,24233
0,1404704,0,'11/27/2015 01:40:00.00 AM,16004400,14.4675384,9.334,3.515,0,135,24234
0,1404704,0,'11/27/2015 01:55:00.00 AM,16005300,14.46683513,9.336,3.515,0,135,24235
0,1404704,0,'11/27/2015 02:10:00.00 AM,16006200,14.46233422,9.331,3.516,0,135,24236
0,1404704,0,'11/27/2015 02:25:00.00 AM,16007100,14.45213685,9.342,3.516,0,135,24237
0,1404704,0,'11/27/2015 02:40:00.00 AM,16008000,14.43666498,9.346,3.515,0,135.1,24238
0,1404704,0,'11/27/2015 02:55:00.00 AM,16008900,14.43835282,9.341,3.516,0,135.1,24239
0,1404704,0,'11/27/2015 03:10:00.00 AM,16009800,14.43800118,9.338,3.516,0,135.1,24240
0,1404704,0,'11/27/2015 03:25:00.00 AM,16010700,14.41992722,9.336,3.515,0,135.3,24241
0,1404704,0,'11/27/2015 03:40:00.00 AM,16011600,14.43286733,9.349,3.516,0,135.3,24242
0,1404704,0,'11/27/2015 03:55:00.00 AM,16012500,14.43687596,9.34,3.516,0,135.3,24243
0,1404704,0,'11/27/2015 04:10:00.00 AM,16013400,14.43736824,9.342,3.516,0,135.4,24244
0,1404704,0,'11/27/2015 04:25:00.00 AM,16014300,14.42393584,9.34,3.515,0,135.4,24245
0,1404704,0,'11/27/2015 04:40:00.00 AM,16015200,14.40114999,9.338,3.515,0,135.5,24246
0,1404704,0,'11/27/2015 04:55:00.00 AM,16016100,14.40825299,9.342,3.515,0,135.6,24247
0,1404704,0,'11/27/2015 05:10:00.00 AM,16017000,14.37829382,9.338,3.516,0,135.6,24248
0,1404704,0,'11/27/2015 05:25:00.00 AM,16017900,14.37688728,9.337,3.516,0,135.8,24249
0,1404704,0,'11/27/2015 05:40:00.00 AM,16018800,14.39664908,9.338,3.515,0,135.8,24250
0,1404704,0,'11/27/2015 05:55:00.00 AM,16019700,14.35740679,9.34,3.515,0,135.9,24251
0,1404704,0,'11/27/2015 06:10:00.00 AM,16020600,14.36120443,9.349,3.515,0,135.9,24252
0,1404704,0,'11/27/2015 06:25:00.00 AM,16021500,14.37337095,9.345,3.516,0,135.9,24253
0,1404704,0,'11/27/2015 06:40:00.00 AM,16022400,14.36401749,9.345,3.516,0,136,24254
0,1404704,0,'11/27/2015 06:55:00.00 AM,16023300,14.36809644,9.341,3.515,0,136,24255
0,1404704,0,'11/27/2015 07:10:00.00 AM,16024200,14.36809644,9.349,3.516,0,136,24256
0,1404704,0,'11/27/2015 07:25:00.00 AM,16025100,14.35121804,9.337,3.516,0,136.2,24257
0,1404704,0,'11/27/2015 07:40:00.00 AM,16026000,14.3540311,9.345,3.516,0,136.2,24258
0,1404704,0,'11/27/2015 07:55:00.00 AM,16026900,14.34826431,9.351,3.515,0,136.4,24259
0,1404704,0,'11/27/2015 08:10:00.00 AM,16027800,14.33785596,9.344,3.516,0,136.3,24260
0,1404704,0,'11/27/2015 08:25:00.00 AM,16028700,14.33082329,9.352,3.516,0,136.4,24261
0,1404704,0,'11/27/2015 08:40:00.00 AM,16029600,14.32653336,9.336,3.516,0,136.3,24262
0,1404704,0,'11/27/2015 08:55:00.00 AM,16030500,14.3311046,9.341,3.516,0,136.5,24263
0,1404704,0,'11/27/2015 09:10:00.00 AM,16031400,14.33384734,9.343,3.516,0,136.6,24264
0,1404704,0,'11/27/2015 09:25:00.00 AM,16032300,14.32132919,9.337,3.516,0,136.5,24265
0,1404704,0,'11/27/2015 09:40:00.00 AM,16033200,14.33462093,9.341,3.516,0,136.7,24266
0,1404704,0,'11/27/2015 09:55:00.00 AM,16034100,14.32857284,9.336,3.516,0,136.6,24267
0,1404704,0,'11/27/2015 10:10:00.00 AM,16035000,14.30803744,9.334,3.515,0,136.8,24268
0,1404704,0,'11/27/2015 10:25:00.00 AM,16035900,14.32062592,9.349,3.515,0,136.9,24269
0,1404704,0,'11/27/2015 10:40:00.00 AM,16036800,14.31514044,9.344,3.515,0,136.8,24270
0,1404704,0,'11/27/2015 10:55:00.00 AM,16037700,14.30276294,9.339,3.516,0,136.9,24271
0,1404704,0,'11/27/2015 11:10:00.00 AM,16038600,14.27716402,9.345,3.515,0,136.9,24272
0,1404704,0,'11/27/2015 11:25:00.00 AM,16039500,14.29059642,9.345,3.516,0,136.9,24273
0,1404704,0,'11/27/2015 11:40:00.00 AM,16040400,14.26633371,9.335,3.516,0,137.1,24274
0,1404704,0,'11/27/2015 11:55:00.00 AM,16041300,14.27913317,9.334,3.515,0,137.1,24275
0,1404704,0,'11/27/2015 12:10:00.00 PM,16042200,14.23827336,9.354,3.515,0,137.2,24276
0,1404704,0,'11/27/2015 12:25:00.00 PM,16043100,14.26028561,9.341,3.515,0,137.1,24277
0,1404704,0,'11/27/2015 12:40:00.00 PM,16044000,14.26148117,9.348,3.515,0,137.3,24278
0,1404704,0,'11/27/2015 12:55:00.00 PM,16044900,14.24186002,9.341,3.515,0,137.2,24279
0,1404704,0,'11/27/2015 01:10:00.00 PM,16045800,14.22455965,9.351,3.515,0,137.3,24280
0,1404704,0,'11/27/2015 01:25:00.00 PM,16046700,14.23778107,9.352,3.515,0,137.4,24281
0,1404704,0,'11/27/2015 01:40:00.00 PM,16047600,14.22385638,9.339,3.515,0,137.4,24282
0,1404704,0,'11/27/2015 01:55:00.00 PM,16048500,14.20676699,9.342,3.515,0,137.5,24283
0,1404704,0,'11/27/2015 02:10:00.00 PM,16049400,14.21464358,9.348,3.515,0,137.5,24284
0,1404704,0,'11/27/2015 02:25:00.00 PM,16050300,14.22842762,9.355,3.516,0,137.5,24285
0,1404704,0,'11/27/2015 02:40:00.00 PM,16051200,14.22877925,9.341,3.516,0,137.5,24286
0,1404704,0,'11/27/2015 02:55:00.00 PM,16052100,14.21344803,9.353,3.515,0,137.6,24287
0,1404704,0,'11/27/2015 03:10:00.00 PM,16053000,14.20585275,9.348,3.516,0,137.6,24288
0,1404704,0,'11/27/2015 03:25:00.00 PM,16053900,14.21035366,9.34,3.516,0,137.7,24289
0,1404704,0,'11/27/2015 03:40:00.00 PM,16054800,14.20332099,9.34,3.516,0,137.9,24290
0,1404704,0,'11/27/2015 03:55:00.00 PM,16055700,14.19263133,9.344,3.515,0,137.8,24291
0,1404704,0,'11/27/2015 04:10:00.00 PM,16056600,14.20697797,9.354,3.515,0,137.8,24292
0,1404704,0,'11/27/2015 04:25:00.00 PM,16057500,14.20824385,9.347,3.515,0,137.9,24293
0,1404704,0,'11/27/2015 04:40:00.00 PM,16058400,14.20880647,9.339,3.515,0,138,24294
0,1404704,0,'11/27/2015 04:55:00.00 PM,16059300,14.18454376,9.344,3.515,0,138,24295
0,1404704,0,'11/27/2015 05:10:00.00 PM,16060200,14.1915061,9.343,3.516,0,138,24296
0,1404704,0,'11/27/2015 05:25:00.00 PM,16061100,14.18503604,9.353,3.516,0,138.1,24297
0,1404704,0,'11/27/2015 05:40:00.00 PM,16062000,14.17364312,9.358,3.515,0,138.2,24298
0,1404704,0,'11/27/2015 05:55:00.00 PM,16062900,14.1720256,9.362,3.515,0,138.2,24299
0,1404704,0,'11/27/2015 06:10:00.00 PM,16063800,14.16077333,9.349,3.515,0,138.3,24300
0,1404704,0,'11/27/2015 06:25:00.00 PM,16064700,14.15606144,9.349,3.515,0,138.3,24301
0,1404704,0,'11/27/2015 06:40:00.00 PM,16065600,14.15880418,9.335,3.515,0,138.4,24302
0,1404704,0,'11/27/2015 06:55:00.00 PM,16066500,14.15880418,9.343,3.515,0,138.4,24303
0,1404704,0,'11/27/2015 07:10:00.00 PM,16067400,14.15458458,9.346,3.516,0,138.4,24304
0,1404704,0,'11/27/2015 07:25:00.00 PM,16068300,14.17392442,9.349,3.516,0,138.5,24305
0,1404704,0,'11/27/2015 07:40:00.00 PM,16069200,14.17083005,9.342,3.515,0,138.4,24306
0,1404704,0,'11/27/2015 07:55:00.00 PM,16070100,14.17476835,9.35,3.515,0,138.5,24307
0,1404704,0,'11/27/2015 08:10:00.00 PM,16071000,14.17751109,9.347,3.515,0,138.5,24308
0,1404704,0,'11/27/2015 08:25:00.00 PM,16071900,14.16618849,9.342,3.515,0,138.5,24309
0,1404704,0,'11/27/2015 08:40:00.00 PM,16072800,14.16105464,9.353,3.515,0,138.6,24310
0,1404704,0,'11/27/2015 08:55:00.00 PM,16073700,14.14262904,9.342,3.516,0,138.6,24311
0,1404704,0,'11/27/2015 09:10:00.00 PM,16074600,14.10753602,9.345,3.516,0,138.6,24312
0,1404704,0,'11/27/2015 09:25:00.00 PM,16075500,14.11717078,9.357,3.515,0,138.7,24313
0,1404704,0,'11/27/2015 09:40:00.00 PM,16076400,14.11681914,9.337,3.516,0,138.6,24314
0,1404704,0,'11/27/2015 09:55:00.00 PM,16077300,14.10908321,9.349,3.515,0,138.6,24315
0,1404704,0,'11/27/2015 10:10:00.00 PM,16078200,14.0890401,9.346,3.515,0,138.6,24316
0,1404704,0,'11/27/2015 10:25:00.00 PM,16079100,14.09389264,9.353,3.515,0,138.7,24317
0,1404704,0,'11/27/2015 10:40:00.00 PM,16080000,14.07406051,9.346,3.516,0,138.5,24318
0,1404704,0,'11/27/2015 10:55:00.00 PM,16080900,14.08397658,9.343,3.516,0,138.6,24319
0,1404704,0,'11/27/2015 11:10:00.00 PM,16081800,14.08031959,9.349,3.516,0,138.8,24320
0,1404704,0,'11/27/2015 11:25:00.00 PM,16082700,14.1016989,9.357,3.516,0,138.5,24321
0,1404704,0,'11/27/2015 11:40:00.00 PM,16083600,14.10134727,9.342,3.516,0,138.5,24322
0,1404704,0,'11/27/2015 11:55:00.00 PM,16084500,14.08545344,9.349,3.516,0,138.6,24323
0,1404704,0,'11/28/2015 12:10:00.00 AM,16085400,14.07391986,9.342,3.516,0,138.7,24324
0,1404704,0,'11/28/2015 12:25:00.00 AM,16086300,14.08334364,9.349,3.516,0,138.8,24325
0,1404704,0,'11/28/2015 12:40:00.00 AM,16087200,14.082992,9.351,3.516,0,138.9,24326
0,1404704,0,'11/28/2015 12:55:00.00 AM,16088100,14.06857503,9.348,3.516,0,138.9,24327
0,1404704,0,'11/28/2015 01:10:00.00 AM,16089000,14.06674653,9.354,3.515,0,139.1,24328
0,1404704,0,'11/28/2015 01:25:00.00 AM,16089900,14.05936223,9.354,3.515,0,139,24329
0,1404704,0,'11/28/2015 01:40:00.00 AM,16090800,14.06154236,9.36,3.515,0,139.1,24330
0,1404704,0,'11/28/2015 01:55:00.00 AM,16091700,14.05204825,9.345,3.516,0,139.1,24331
0,1404704,0,'11/28/2015 02:10:00.00 AM,16092600,14.06477739,9.357,3.516,0,139.3,24332
0,1404704,0,'11/28/2015 02:25:00.00 AM,16093500,14.05732276,9.349,3.516,0,139.4,24333
0,1404704,0,'11/28/2015 02:40:00.00 AM,16094400,14.04670342,9.348,3.515,0,139.4,24334
