 -----Test Name  T3-2015 Blonde Monent,,,,,,,,,,
 -----Measure Parameters    PTVEC,,,,,,,,,,
 -----Test Code  T3,,,,,,,,,,
 -----Scan Type   Linear,,,,,,,,,,
 -----Periods  00_00:10:00.00,,,,,,,,,,
 -----Memory Wrap  True,,,,,,,,,,
 -----Broadcast Normal Log  False,,,,,,,,,,
 -----Broadcast Alarm Log  False,,,,,,,,,,
 -----Alarm Scan  Disabled,,,,,,,,,,
 -----Scanned Upto =  30000,,,,,,,,,,
 -----Firmware Version  2.4,,,,,,,,,,
 -----TruWare v1.78,,,,,,,,,,
 ,,,,,,,,,,
 ,,,,,,,,,,
ID,Name,Address,Time of Acquisition,Elapsed(Sec),Level(cmH2O),Temperature ('C),Battery Voltage(Volt),Supply Voltage(Volt),Conductivity(uS/cm),Scan No
0,1404704,0,'12/04/2015 06:55:00.00 AM,16628100,26.15829737,9.362,3.515,0,104.2,24927
0,1404704,0,'12/04/2015 07:10:00.00 AM,16629000,26.12503284,9.348,3.515,0,104.4,24928
0,1404704,0,'12/04/2015 07:25:00.00 AM,16629900,26.15407777,9.344,3.514,0,104.5,24929
0,1404704,0,'12/04/2015 07:40:00.00 AM,16630800,26.0672243,9.351,3.515,0,104.5,24930
0,1404704,0,'12/04/2015 07:55:00.00 AM,16631700,26.07861722,9.349,3.515,0,104.4,24931
0,1404704,0,'12/04/2015 08:10:00.00 AM,16632600,26.01307274,9.351,3.515,0,104.6,24932
0,1404704,0,'12/04/2015 08:25:00.00 AM,16633500,25.99148244,9.343,3.515,0,104.6,24933
0,1404704,0,'12/04/2015 08:40:00.00 AM,16634400,26.0166594,9.341,3.515,0,104.6,24934
0,1404704,0,'12/04/2015 08:55:00.00 AM,16635300,25.94605139,9.341,3.515,0,104.6,24935
0,1404704,0,'12/04/2015 09:10:00.00 AM,16636200,25.90005773,9.336,3.515,0,104.6,24936
0,1404704,0,'12/04/2015 09:25:00.00 AM,16637100,25.89513486,9.33,3.515,0,104.6,24937
0,1404704,0,'12/04/2015 09:40:00.00 AM,16638000,25.94253506,9.331,3.515,0,104.6,24938
0,1404704,0,'12/04/2015 09:55:00.00 AM,16638900,25.85603322,9.323,3.515,0,104.7,24939
0,1404704,0,'12/04/2015 10:10:00.00 AM,16639800,25.86841071,9.324,3.515,0,104.7,24940
0,1404704,0,'12/04/2015 10:25:00.00 AM,16640700,25.75258264,9.321,3.515,0,104.7,24941
0,1404704,0,'12/04/2015 10:40:00.00 AM,16641600,25.77656404,9.327,3.515,0,104.6,24942
0,1404704,0,'12/04/2015 10:55:00.00 AM,16642500,25.80589028,9.315,3.515,0,104.7,24943
0,1404704,0,'12/04/2015 11:10:00.00 AM,16643400,25.72564751,9.316,3.515,0,104.7,24944
0,1404704,0,'12/04/2015 11:25:00.00 AM,16644300,25.71601276,9.313,3.515,0,104.8,24945
0,1404704,0,'12/04/2015 11:40:00.00 AM,16645200,25.7034946,9.307,3.515,0,104.7,24946
0,1404704,0,'12/04/2015 11:55:00.00 AM,16646100,25.71924778,9.297,3.515,0,104.7,24947
0,1404704,0,'12/04/2015 12:10:00.00 PM,16647000,25.63274594,9.297,3.515,0,104.6,24948
0,1404704,0,'12/04/2015 12:25:00.00 PM,16647900,25.62768242,9.303,3.515,0,104.5,24949
0,1404704,0,'12/04/2015 12:40:00.00 PM,16648800,25.63598097,9.307,3.515,0,104.6,24950
0,1404704,0,'12/04/2015 12:55:00.00 PM,16649700,25.59969239,9.296,3.515,0,104.6,24951
0,1404704,0,'12/04/2015 01:10:00.00 PM,16650600,25.61108532,9.295,3.515,0,104.7,24952
0,1404704,0,'12/04/2015 01:25:00.00 PM,16651500,25.61769603,9.295,3.515,0,104.7,24953
0,1404704,0,'12/04/2015 01:40:00.00 PM,16652400,25.56037977,9.288,3.515,0,104.5,24954
0,1404704,0,'12/04/2015 01:55:00.00 PM,16653300,25.47162747,9.286,3.515,0,104.5,24955
0,1404704,0,'12/04/2015 02:10:00.00 PM,16654200,25.56537296,9.281,3.515,0,104.6,24956
0,1404704,0,'12/04/2015 02:25:00.00 PM,16655100,25.51607395,9.282,3.515,0,104.6,24957
0,1404704,0,'12/04/2015 02:40:00.00 PM,16656000,25.53393693,9.277,3.515,0,104.6,24958
0,1404704,0,'12/04/2015 02:55:00.00 PM,16656900,25.48351269,9.283,3.515,0,104.5,24959
0,1404704,0,'12/04/2015 03:10:00.00 PM,16657800,25.48688837,9.279,3.515,0,104.6,24960
0,1404704,0,'12/04/2015 03:25:00.00 PM,16658700,25.45052946,9.274,3.515,0,104.7,24961
0,1404704,0,'12/04/2015 03:40:00.00 PM,16659600,25.44363745,9.276,3.515,0,104.7,24962
0,1404704,0,'12/04/2015 03:55:00.00 PM,16660500,25.34820411,9.272,3.515,0,104.5,24963
0,1404704,0,'12/04/2015 04:10:00.00 PM,16661400,25.38273452,9.271,3.515,0,104.6,24964
0,1404704,0,'12/04/2015 04:25:00.00 PM,16662300,25.37056801,9.262,3.515,0,104.8,24965
0,1404704,0,'12/04/2015 04:40:00.00 PM,16663200,25.36620775,9.262,3.515,0,104.8,24966
0,1404704,0,'12/04/2015 04:55:00.00 PM,16664100,25.31515057,9.275,3.515,0,104.8,24967
0,1404704,0,'12/04/2015 05:10:00.00 PM,16665000,25.29834248,9.272,3.515,0,104.9,24968
0,1404704,0,'12/04/2015 05:25:00.00 PM,16665900,25.27260291,9.273,3.515,0,105.1,24969
0,1404704,0,'12/04/2015 05:40:00.00 PM,16666800,25.20726941,9.259,3.515,0,105,24970
0,1404704,0,'12/04/2015 05:55:00.00 PM,16667700,25.14664779,9.264,3.515,0,105.2,24971
0,1404704,0,'12/04/2015 06:10:00.00 PM,16668600,25.1893361,9.271,3.515,0,105.1,24972
0,1404704,0,'12/04/2015 06:25:00.00 PM,16669500,25.1147898,9.261,3.515,0,105.2,24973
0,1404704,0,'12/04/2015 06:40:00.00 PM,16670400,25.14559289,9.263,3.515,0,105.2,24974
0,1404704,0,'12/04/2015 06:55:00.00 PM,16671300,25.15480569,9.267,3.515,0,105.5,24975
0,1404704,0,'12/04/2015 07:10:00.00 PM,16672200,25.18265506,9.257,3.515,0,105.5,24976
0,1404704,0,'12/04/2015 07:25:00.00 PM,16673100,25.08110331,9.269,3.515,0,105.6,24977
0,1404704,0,'12/04/2015 07:40:00.00 PM,16674000,25.13370768,9.258,3.515,0,105.6,24978
0,1404704,0,'12/04/2015 07:55:00.00 PM,16674900,24.98123939,9.256,3.515,0,105.7,24979
0,1404704,0,'12/04/2015 08:10:00.00 PM,16675800,25.00268904,9.256,3.515,0,105.7,24980
0,1404704,0,'12/04/2015 08:25:00.00 PM,16676700,24.93834011,9.262,3.515,0,105.8,24981
0,1404704,0,'12/04/2015 08:40:00.00 PM,16677600,24.8998714,9.247,3.515,0,106,24982
0,1404704,0,'12/04/2015 08:55:00.00 PM,16678500,24.8571831,9.255,3.515,0,106,24983
0,1404704,0,'12/04/2015 09:10:00.00 PM,16679400,24.87821078,9.256,3.515,0,105.9,24984
0,1404704,0,'12/04/2015 09:25:00.00 PM,16680300,24.8324281,9.258,3.515,0,106.1,24985
0,1404704,0,'12/04/2015 09:40:00.00 PM,16681200,24.80774343,9.252,3.515,0,106.1,24986
0,1404704,0,'12/04/2015 09:55:00.00 PM,16682100,24.80633689,9.252,3.515,0,106.3,24987
0,1404704,0,'12/04/2015 10:10:00.00 PM,16683000,24.69592397,9.246,3.515,0,106.3,24988
0,1404704,0,'12/04/2015 10:25:00.00 PM,16683900,24.73854195,9.248,3.515,0,106.5,24989
0,1404704,0,'12/04/2015 10:40:00.00 PM,16684800,24.63255962,9.25,3.515,0,106.4,24990
0,1404704,0,'12/04/2015 10:55:00.00 PM,16685700,24.61371206,9.24,3.515,0,106.4,24991
0,1404704,0,'12/04/2015 11:10:00.00 PM,16686600,24.6080156,9.241,3.515,0,106.5,24992
0,1404704,0,'12/04/2015 11:25:00.00 PM,16687500,24.4902887,9.243,3.515,0,106.5,24993
0,1404704,0,'12/04/2015 11:40:00.00 PM,16688400,24.49753235,9.248,3.515,0,106.4,24994
0,1404704,0,'12/04/2015 11:55:00.00 PM,16689300,24.48881184,9.236,3.515,0,106.5,24995
0,1404704,0,'12/05/2015 12:10:00.00 AM,16690200,24.52144343,9.228,3.515,0,106.6,24996
0,1404704,0,'12/05/2015 12:25:00.00 AM,16691100,24.51785677,9.229,3.515,0,106.7,24997
0,1404704,0,'12/05/2015 12:40:00.00 AM,16692000,24.43353505,9.237,3.515,0,106.7,24998
0,1404704,0,'12/05/2015 12:55:00.00 AM,16692900,24.39211263,9.222,3.515,0,106.6,24999
0,1404704,0,'12/05/2015 01:10:00.00 AM,16693800,24.34133675,9.235,3.515,0,106.6,25000
0,1404704,0,'12/05/2015 01:25:00.00 AM,16694700,24.29794518,9.221,3.515,0,106.5,25001
0,1404704,0,'12/05/2015 01:40:00.00 AM,16695600,24.24702865,9.229,3.515,0,106.5,25002
0,1404704,0,'12/05/2015 01:55:00.00 AM,16696500,24.23408853,9.232,3.515,0,106.4,25003
0,1404704,0,'12/05/2015 02:10:00.00 AM,16697400,24.24576277,9.23,3.515,0,106.3,25004
0,1404704,0,'12/05/2015 02:25:00.00 AM,16698300,24.14041337,9.225,3.515,0,106.4,25005
0,1404704,0,'12/05/2015 02:40:00.00 AM,16699200,24.17846011,9.218,3.515,0,106.5,25006
0,1404704,0,'12/05/2015 02:55:00.00 AM,16700100,24.1531425,9.22,3.515,0,106.5,25007
0,1404704,0,'12/05/2015 03:10:00.00 AM,16701000,24.11544739,9.212,3.515,0,106.7,25008
0,1404704,0,'12/05/2015 03:25:00.00 AM,16701900,24.07311072,9.203,3.515,0,106.6,25009
0,1404704,0,'12/05/2015 03:40:00.00 AM,16702800,24.07536117,9.212,3.515,0,106.7,25010
0,1404704,0,'12/05/2015 03:55:00.00 AM,16703700,24.02521823,9.207,3.515,0,106.6,25011
0,1404704,0,'12/05/2015 04:10:00.00 AM,16704600,23.98442875,9.211,3.515,0,106.8,25012
0,1404704,0,'12/05/2015 04:25:00.00 AM,16705500,23.94511612,9.201,3.515,0,106.7,25013
0,1404704,0,'12/05/2015 04:40:00.00 AM,16706400,23.91142963,9.201,3.515,0,106.8,25014
0,1404704,0,'12/05/2015 04:55:00.00 AM,16707300,23.92563563,9.2,3.515,0,106.8,25015
0,1404704,0,'12/05/2015 05:10:00.00 AM,16708200,23.86494368,9.198,3.515,0,106.8,25016
0,1404704,0,'12/05/2015 05:25:00.00 AM,16709100,23.79117098,9.192,3.515,0,106.9,25017
0,1404704,0,'12/05/2015 05:40:00.00 AM,16710000,23.80629122,9.196,3.515,0,106.9,25018
0,1404704,0,'12/05/2015 05:55:00.00 AM,16710900,23.72084428,9.175,3.515,0,106.9,25019
0,1404704,0,'12/05/2015 06:10:00.00 AM,16711800,23.76289964,9.191,3.515,0,107,25020
0,1404704,0,'12/05/2015 06:25:00.00 AM,16712700,23.67478029,9.191,3.515,0,107,25021
0,1404704,0,'12/05/2015 06:40:00.00 AM,16713600,23.69939463,9.185,3.515,0,107,25022
0,1404704,0,'12/05/2015 06:55:00.00 AM,16714500,23.66106658,9.186,3.515,0,107.1,25023
0,1404704,0,'12/05/2015 07:10:00.00 AM,16715400,23.60733698,9.182,3.515,0,107.1,25024
0,1404704,0,'12/05/2015 07:25:00.00 AM,16716300,23.52807879,9.185,3.515,0,107.2,25025
0,1404704,0,'12/05/2015 07:40:00.00 AM,16717200,23.49530655,9.196,3.515,0,107.3,25026
0,1404704,0,'12/05/2015 07:55:00.00 AM,16718100,23.48630473,9.169,3.515,0,107.3,25027
0,1404704,0,'12/05/2015 08:10:00.00 AM,16719000,23.43791996,9.176,3.515,0,107.4,25028
0,1404704,0,'12/05/2015 08:25:00.00 AM,16719900,23.43370036,9.17,3.515,0,107.5,25029
0,1404704,0,'12/05/2015 08:40:00.00 AM,16720800,23.38960552,9.185,3.515,0,107.4,25030
0,1404704,0,'12/05/2015 08:55:00.00 AM,16721700,23.34044716,9.179,3.515,0,107.5,25031
0,1404704,0,'12/05/2015 09:10:00.00 AM,16722600,23.31815359,9.177,3.515,0,107.6,25032
0,1404704,0,'12/05/2015 09:25:00.00 AM,16723500,23.27483235,9.169,3.515,0,107.7,25033
0,1404704,0,'12/05/2015 09:40:00.00 AM,16724400,23.27940358,9.183,3.515,0,107.8,25034
0,1404704,0,'12/05/2015 09:55:00.00 AM,16725300,23.26336909,9.17,3.515,0,107.8,25035
0,1404704,0,'12/05/2015 10:10:00.00 AM,16726200,23.14100064,9.184,3.515,0,107.9,25036
0,1404704,0,'12/05/2015 10:25:00.00 AM,16727100,23.16976426,9.172,3.515,0,108.1,25037
0,1404704,0,'12/05/2015 10:40:00.00 AM,16728000,23.13713267,9.177,3.515,0,108.1,25038
0,1404704,0,'12/05/2015 10:55:00.00 AM,16728900,23.10590761,9.171,3.515,0,108.2,25039
0,1404704,0,'12/05/2015 11:10:00.00 AM,16729800,23.12053557,9.167,3.515,0,108.2,25040
0,1404704,0,'12/05/2015 11:25:00.00 AM,16730700,23.0402928,9.174,3.515,0,108.3,25041
0,1404704,0,'12/05/2015 11:40:00.00 AM,16731600,23.00548108,9.166,3.515,0,108.4,25042
0,1404704,0,'12/05/2015 11:55:00.00 AM,16732500,23.00941938,9.169,3.515,0,108.5,25043
0,1404704,0,'12/05/2015 12:10:00.00 PM,16733400,22.99858907,9.172,3.515,0,108.5,25044
0,1404704,0,'12/05/2015 12:25:00.00 PM,16734300,22.89759993,9.165,3.515,0,108.7,25045
0,1404704,0,'12/05/2015 12:40:00.00 PM,16735200,22.93093478,9.163,3.515,0,108.7,25046
0,1404704,0,'12/05/2015 12:55:00.00 PM,16736100,22.85793567,9.174,3.515,0,108.8,25047
0,1404704,0,'12/05/2015 01:10:00.00 PM,16737000,22.86215527,9.162,3.515,0,108.8,25048
0,1404704,0,'12/05/2015 01:25:00.00 PM,16737900,22.81461442,9.168,3.515,0,109,25049
0,1404704,0,'12/05/2015 01:40:00.00 PM,16738800,22.77755225,9.165,3.515,0,109.1,25050
0,1404704,0,'12/05/2015 01:55:00.00 PM,16739700,22.75209398,9.175,3.515,0,109.1,25051
0,1404704,0,'12/05/2015 02:10:00.00 PM,16740600,22.72136122,9.173,3.515,0,109.1,25052
0,1404704,0,'12/05/2015 02:25:00.00 PM,16741500,22.69667654,9.176,3.515,0,109.3,25053
0,1404704,0,'12/05/2015 02:40:00.00 PM,16742400,22.67199187,9.169,3.515,0,109.3,25054
0,1404704,0,'12/05/2015 02:55:00.00 PM,16743300,22.67058534,9.167,3.515,0,109.6,25055
0,1404704,0,'12/05/2015 03:10:00.00 PM,16744200,22.6836661,9.167,3.515,0,109.7,25056
0,1404704,0,'12/05/2015 03:25:00.00 PM,16745100,22.58359121,9.156,3.515,0,109.7,25057
0,1404704,0,'12/05/2015 03:40:00.00 PM,16746000,22.54779492,9.159,3.515,0,109.9,25058
0,1404704,0,'12/05/2015 03:55:00.00 PM,16746900,22.53112749,9.174,3.515,0,110,25059
0,1404704,0,'12/05/2015 04:10:00.00 PM,16747800,22.57022914,9.164,3.515,0,110,25060
0,1404704,0,'12/05/2015 04:25:00.00 PM,16748700,22.53872278,9.156,3.515,0,110.2,25061
0,1404704,0,'12/05/2015 04:40:00.00 PM,16749600,22.45848001,9.165,3.515,0,110.3,25062
0,1404704,0,'12/05/2015 04:55:00.00 PM,16750500,22.50791968,9.159,3.515,0,110.3,25063
0,1404704,0,'12/05/2015 05:10:00.00 PM,16751400,22.46276994,9.165,3.515,0,110.6,25064
0,1404704,0,'12/05/2015 05:25:00.00 PM,16752300,22.42570777,9.162,3.515,0,110.5,25065
0,1404704,0,'12/05/2015 05:40:00.00 PM,16753200,22.39975722,9.163,3.515,0,110.6,25066
0,1404704,0,'12/05/2015 05:55:00.00 PM,16754100,22.34567598,9.175,3.515,0,110.8,25067
0,1404704,0,'12/05/2015 06:10:00.00 PM,16755000,22.31684204,9.163,3.515,0,110.9,25068
0,1404704,0,'12/05/2015 06:25:00.00 PM,16755900,22.3059414,9.177,3.515,0,110.8,25069
0,1404704,0,'12/05/2015 06:40:00.00 PM,16756800,22.25171951,9.173,3.515,0,110.7,25070
0,1404704,0,'12/05/2015 06:55:00.00 PM,16757700,22.19545815,9.172,3.515,0,110.7,25071
0,1404704,0,'12/05/2015 07:10:00.00 PM,16758600,22.21493865,9.167,3.515,0,110.7,25072
0,1404704,0,'12/05/2015 07:25:00.00 PM,16759500,22.18540144,9.168,3.515,0,110.6,25073
0,1404704,0,'12/05/2015 07:40:00.00 PM,16760400,22.17520406,9.173,3.515,0,110.6,25074
0,1404704,0,'12/05/2015 07:55:00.00 PM,16761300,22.13469588,9.181,3.515,0,110.6,25075
0,1404704,0,'12/05/2015 08:10:00.00 PM,16762200,22.07737962,9.177,3.515,0,110.7,25076
0,1404704,0,'12/05/2015 08:25:00.00 PM,16763100,22.05796946,9.169,3.515,0,110.9,25077
0,1404704,0,'12/05/2015 08:40:00.00 PM,16764000,22.05733651,9.178,3.515,0,110.8,25078
0,1404704,0,'12/05/2015 08:55:00.00 PM,16764900,22.02758832,9.172,3.515,0,110.9,25079
0,1404704,0,'12/05/2015 09:10:00.00 PM,16765800,21.98504067,9.175,3.515,0,110.9,25080
0,1404704,0,'12/05/2015 09:25:00.00 PM,16766700,21.93897668,9.171,3.515,0,110.9,25081
0,1404704,0,'12/05/2015 09:40:00.00 PM,16767600,21.92019945,9.173,3.515,0,111,25082
0,1404704,0,'12/05/2015 09:55:00.00 PM,16768500,21.86928292,9.175,3.515,0,111.1,25083
0,1404704,0,'12/05/2015 10:10:00.00 PM,16769400,21.87230697,9.169,3.515,0,111.2,25084
0,1404704,0,'12/05/2015 10:25:00.00 PM,16770300,21.87933964,9.182,3.515,0,111.1,25085
0,1404704,0,'12/05/2015 10:40:00.00 PM,16771200,21.85345941,9.169,3.515,0,111.2,25086
0,1404704,0,'12/05/2015 10:55:00.00 PM,16772100,21.80430105,9.182,3.515,0,111.4,25087
0,1404704,0,'12/05/2015 11:10:00.00 PM,16773000,21.80394941,9.168,3.515,0,111.3,25088
0,1404704,0,'12/05/2015 11:25:00.00 PM,16773900,21.84720034,9.165,3.515,0,111.4,25089
0,1404704,0,'12/05/2015 11:40:00.00 PM,16774800,21.73531056,9.17,3.515,0,111.4,25090
0,1404704,0,'12/05/2015 11:55:00.00 PM,16775700,21.78510186,9.175,3.515,0,111.6,25091
0,1404704,0,'12/06/2015 12:10:00.00 AM,16776600,21.75654922,9.172,3.514,0,111.6,25092
0,1404704,0,'12/06/2015 12:25:00.00 AM,16777500,21.71723659,9.167,3.515,0,111.7,25093
0,1404704,0,'12/06/2015 12:40:00.00 AM,16778400,21.70232733,9.168,3.515,0,111.7,25094
0,1404704,0,'12/06/2015 12:55:00.00 AM,16779300,21.72096391,9.157,3.515,0,111.7,25095
0,1404704,0,'12/06/2015 01:10:00.00 AM,16780200,21.70352289,9.167,3.515,0,111.9,25096
0,1404704,0,'12/06/2015 01:25:00.00 AM,16781100,21.65584138,9.162,3.515,0,111.9,25097
0,1404704,0,'12/06/2015 01:40:00.00 AM,16782000,21.66646072,9.162,3.515,0,112,25098
0,1404704,0,'12/06/2015 01:55:00.00 AM,16782900,21.60105689,9.166,3.515,0,111.9,25099
0,1404704,0,'12/06/2015 02:10:00.00 AM,16783800,21.59367258,9.153,3.515,0,112,25100
0,1404704,0,'12/06/2015 02:25:00.00 AM,16784700,21.55907185,9.148,3.515,0,112,25101
0,1404704,0,'12/06/2015 02:40:00.00 AM,16785600,21.54796023,9.157,3.515,0,112.3,25102
0,1404704,0,'12/06/2015 02:55:00.00 AM,16786500,21.50977283,9.156,3.515,0,112.3,25103
0,1404704,0,'12/06/2015 03:10:00.00 AM,16787400,21.5002084,9.146,3.515,0,112.3,25104
0,1404704,0,'12/06/2015 03:25:00.00 AM,16788300,21.48213444,9.147,3.515,0,112.4,25105
0,1404704,0,'12/06/2015 03:40:00.00 AM,16789200,21.40976826,9.144,3.515,0,112.6,25106
0,1404704,0,'12/06/2015 03:55:00.00 AM,16790100,21.44908089,9.138,3.515,0,112.7,25107
0,1404704,0,'12/06/2015 04:10:00.00 AM,16791000,21.44943252,9.134,3.515,0,112.8,25108
0,1404704,0,'12/06/2015 04:25:00.00 AM,16791900,21.40554866,9.134,3.515,0,112.9,25109
0,1404704,0,'12/06/2015 04:40:00.00 AM,16792800,21.43227281,9.138,3.515,0,113,25110
0,1404704,0,'12/06/2015 04:55:00.00 AM,16793700,21.35582768,9.127,3.515,0,113.1,25111
0,1404704,0,'12/06/2015 05:10:00.00 AM,16794600,21.40611127,9.122,3.515,0,113.2,25112
0,1404704,0,'12/06/2015 05:25:00.00 AM,16795500,21.44071201,9.13,3.515,0,113.1,25113
0,1404704,0,'12/06/2015 05:40:00.00 AM,16796400,21.36729093,9.128,3.515,0,113.2,25114
0,1404704,0,'12/06/2015 05:55:00.00 AM,16797300,21.29429182,9.127,3.515,0,113.3,25115
0,1404704,0,'12/06/2015 06:10:00.00 AM,16798200,21.29914436,9.122,3.515,0,113.3,25116
0,1404704,0,'12/06/2015 06:25:00.00 AM,16799100,21.28409445,9.125,3.515,0,113.2,25117
0,1404704,0,'12/06/2015 06:40:00.00 AM,16800000,21.21376775,9.124,3.515,0,113.4,25118
0,1404704,0,'12/06/2015 06:55:00.00 AM,16800900,21.19885849,9.117,3.515,0,113.4,25119
0,1404704,0,'12/06/2015 07:10:00.00 AM,16801800,21.19105222,9.111,3.515,0,113.3,25120
0,1404704,0,'12/06/2015 07:25:00.00 AM,16802700,21.21264252,9.113,3.515,0,113.3,25121
0,1404704,0,'12/06/2015 07:40:00.00 AM,16803600,21.15272417,9.102,3.515,0,113.3,25122
0,1404704,0,'12/06/2015 07:55:00.00 AM,16804500,21.11622462,9.117,3.515,0,113.4,25123
0,1404704,0,'12/06/2015 08:10:00.00 AM,16805400,21.11334122,9.112,3.515,0,113.4,25124
0,1404704,0,'12/06/2015 08:25:00.00 AM,16806300,21.07993604,9.104,3.515,0,113.4,25125
0,1404704,0,'12/06/2015 08:40:00.00 AM,16807200,21.08893786,9.106,3.515,0,113.6,25126
0,1404704,0,'12/06/2015 08:55:00.00 AM,16808100,21.05595463,9.108,3.515,0,113.6,25127
0,1404704,0,'12/06/2015 09:10:00.00 AM,16809000,21.03858394,9.111,3.515,0,113.7,25128
0,1404704,0,'12/06/2015 09:25:00.00 AM,16809900,21.0245186,9.097,3.515,0,113.7,25129
0,1404704,0,'12/06/2015 09:40:00.00 AM,16810800,20.95602039,9.097,3.514,0,113.9,25130
0,1404704,0,'12/06/2015 09:55:00.00 AM,16811700,20.97416468,9.083,3.515,0,113.8,25131
0,1404704,0,'12/06/2015 10:10:00.00 AM,16812600,20.91108163,9.09,3.515,0,113.9,25132
0,1404704,0,'12/06/2015 10:25:00.00 AM,16813500,20.93379716,9.082,3.515,0,114.1,25133
0,1404704,0,'12/06/2015 10:40:00.00 AM,16814400,20.88210703,9.091,3.515,0,114,25134
0,1404704,0,'12/06/2015 10:55:00.00 AM,16815300,20.89800087,9.084,3.515,0,114.2,25135
0,1404704,0,'12/06/2015 11:10:00.00 AM,16816200,20.86290784,9.083,3.515,0,114.3,25136
0,1404704,0,'12/06/2015 11:25:00.00 AM,16817100,20.86965921,9.082,3.514,0,114.3,25137
0,1404704,0,'12/06/2015 11:40:00.00 AM,16818000,20.85671909,9.08,3.515,0,114.3,25138
0,1404704,0,'12/06/2015 11:55:00.00 AM,16818900,20.84279441,9.079,3.514,0,114.3,25139
0,1404704,0,'12/06/2015 12:10:00.00 PM,16819800,20.80130165,9.079,3.514,0,114.2,25140
0,1404704,0,'12/06/2015 12:25:00.00 PM,16820700,20.8103738,9.074,3.515,0,114.4,25141
0,1404704,0,'12/06/2015 12:40:00.00 PM,16821600,20.78843187,9.074,3.514,0,114.4,25142
0,1404704,0,'12/06/2015 12:55:00.00 PM,16822500,20.79539421,9.073,3.514,0,114.3,25143
0,1404704,0,'12/06/2015 01:10:00.00 PM,16823400,20.74940055,9.065,3.514,0,114.4,25144
0,1404704,0,'12/06/2015 01:25:00.00 PM,16824300,20.75312786,9.065,3.514,0,114.5,25145
0,1404704,0,'12/06/2015 01:40:00.00 PM,16825200,20.76775582,9.062,3.514,0,114.5,25146
0,1404704,0,'12/06/2015 01:55:00.00 PM,16826100,20.76177805,9.067,3.514,0,114.5,25147
0,1404704,0,'12/06/2015 02:10:00.00 PM,16827000,20.73020136,9.053,3.514,0,114.4,25148
0,1404704,0,'12/06/2015 02:25:00.00 PM,16827900,20.68884926,9.058,3.514,0,114.6,25149
0,1404704,0,'12/06/2015 02:40:00.00 PM,16828800,20.66205479,9.05,3.515,0,114.6,25150
0,1404704,0,'12/06/2015 02:55:00.00 PM,16829700,20.66296903,9.063,3.514,0,114.5,25151
0,1404704,0,'12/06/2015 03:10:00.00 PM,16830600,20.65474081,9.051,3.514,0,114.6,25152
0,1404704,0,'12/06/2015 03:25:00.00 PM,16831500,20.64897402,9.051,3.514,0,114.7,25153
0,1404704,0,'12/06/2015 03:40:00.00 PM,16832400,20.64116776,9.051,3.514,0,114.6,25154
0,1404704,0,'12/06/2015 03:55:00.00 PM,16833300,20.64440279,9.052,3.514,0,114.7,25155
0,1404704,0,'12/06/2015 04:10:00.00 PM,16834200,20.62119497,9.054,3.514,0,114.8,25156
0,1404704,0,'12/06/2015 04:25:00.00 PM,16835100,20.55811192,9.049,3.514,0,114.9,25157
0,1404704,0,'12/06/2015 04:40:00.00 PM,16836000,20.58722718,9.053,3.514,0,115,25158
0,1404704,0,'12/06/2015 04:55:00.00 PM,16836900,20.50599984,9.043,3.514,0,115.1,25159
0,1404704,0,'12/06/2015 05:10:00.00 PM,16837800,20.52505838,9.044,3.514,0,114.9,25160
0,1404704,0,'12/06/2015 05:25:00.00 PM,16838700,20.53159876,9.049,3.514,0,115,25161
0,1404704,0,'12/06/2015 05:40:00.00 PM,16839600,20.51619721,9.053,3.514,0,115,25162
0,1404704,0,'12/06/2015 05:55:00.00 PM,16840500,20.46872669,9.053,3.514,0,115,25163
0,1404704,0,'12/06/2015 06:10:00.00 PM,16841400,20.48792588,9.051,3.514,0,115.1,25164
0,1404704,0,'12/06/2015 06:25:00.00 PM,16842300,20.47104747,9.051,3.514,0,115.1,25165
0,1404704,0,'12/06/2015 06:40:00.00 PM,16843200,20.45775572,9.054,3.514,0,115.1,25166
0,1404704,0,'12/06/2015 06:55:00.00 PM,16844100,20.45817768,9.049,3.514,0,115.1,25167
0,1404704,0,'12/06/2015 07:10:00.00 PM,16845000,20.40522168,9.048,3.514,0,115.1,25168
0,1404704,0,'12/06/2015 07:25:00.00 PM,16845900,20.39910326,9.052,3.514,0,115.3,25169
0,1404704,0,'12/06/2015 07:40:00.00 PM,16846800,20.36513546,9.053,3.514,0,115.3,25170
0,1404704,0,'12/06/2015 07:55:00.00 PM,16847700,20.40205698,9.059,3.514,0,115.3,25171
0,1404704,0,'12/06/2015 08:10:00.00 PM,16848600,20.40177567,9.055,3.515,0,115.4,25172
0,1404704,0,'12/06/2015 08:25:00.00 PM,16849500,20.37294172,9.055,3.515,0,115.3,25173
0,1404704,0,'12/06/2015 08:40:00.00 PM,16850400,20.38159191,9.054,3.514,0,115.4,25174
0,1404704,0,'12/06/2015 08:55:00.00 PM,16851300,20.35479743,9.062,3.514,0,115.6,25175
0,1404704,0,'12/06/2015 09:10:00.00 PM,16852200,20.35711822,9.065,3.514,0,115.6,25176
0,1404704,0,'12/06/2015 09:25:00.00 PM,16853100,20.3304644,9.058,3.515,0,115.6,25177
0,1404704,0,'12/06/2015 09:40:00.00 PM,16854000,20.34931195,9.062,3.515,0,115.7,25178
